iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness
1,-5.44,-4.49,-5.5
2,-5.24,-6.12,-5.44
3,-5.95,-5.61,-5.95
4,-6.12,-5.32,-6.12
5,-6.12,-5.88,-6.12
6,-5.88,-5.88,-5.88
7,-6.24,-6.12,-6.12
8,-5.32,-5.44,-5.44
9,-6.24,-5.61,-5.61
10,-5.32,-5.95,-5.95
11,-6.24,-6.12,-6.12
12,-5.32,-6.12,-6.12
13,-5.36,-5.88,-5.25
14,-6.12,-6.24,-6.24
15,-5.95,-5.32,-5.32
16,-5.61,-6.24,-6.24
17,-5.95,-5.32,-5.32
18,-6.12,-6.24,-6.24
19,-5.61,-5.32,-5.32
20,-5.88,-5.36,-5.36
21,-5.36,-6.12,-6.12
22,-6.12,-6.24,-5.95
23,-5.32,-5.32,-5.61
24,-6.24,-6.24,-5.95
25,-5.32,-5.32,-6.12
26,-6.24,-6.24,-5.61
27,-5.32,-5.32,-5.88
28,-5.88,-5.36,-5.95
29,-6.12,-6.12,-5.32
30,-5.95,-5.95,-6.24
31,-5.61,-5.44,-5.32
32,-5.44,-5.44,-6.24
33,-6.12,-6.12,-5.32
34,-6.12,-6.12,-5.36
35,-5.88,-5.88,-5.25
36,-6.12,-5.88,-6.24
37,-5.44,-6.24,-5.32
38,-5.61,-5.44,-6.24
39,-5.95,-6.24,-5.32
40,-6.12,-5.95,-6.24
41,-6.12,-6.12,-5.32
42,-5.25,-6.12,-5.25
43,-6.24,-5.88,-6.24
44,-5.32,-6.24,-5.32
45,-6.24,-5.44,-6.24
46,-5.32,-6.24,-5.32
47,-6.24,-5.95,-6.24
48,-5.32,-6.12,-5.32
49,-5.36,-6.12,-5.88
50,-6.12,-5.25,-6.12
51,-5.95,-6.24,-5.32
52,-5.61,-5.32,-6.24
53,-5.95,-6.24,-5.32
54,-5.32,-5.32,-6.24
55,-6.24,-6.24,-5.32
56,-5.32,-5.32,-5.36
57,-5.88,-5.36,-6.12
58,-5.88,-6.12,-5.95
59,-6.12,-5.95,-5.61
60,-5.44,-5.61,-5.44
61,-5.61,-5.95,-6.12
62,-5.95,-6.24,-6.12
63,-6.12,-5.32,-5.88
64,-6.12,-5.36,-6.12
65,-5.88,-6.12,-5.44
66,-6.24,-5.95,-5.61
67,-5.32,-5.61,-5.95
68,-6.24,-5.95,-6.12
69,-5.32,-6.12,-6.12
70,-6.24,-5.61,-5.88
71,-5.32,-5.25,-6.24
72,-5.36,-6.24,-5.32
73,-6.12,-5.32,-6.24
74,-5.95,-6.24,-5.32
75,-5.61,-5.32,-6.24
76,-5.95,-6.24,-5.32
77,-6.12,-5.32,-5.36
78,-5.61,-5.88,-6.12
79,-5.25,-6.12,-5.95
80,-6.24,-5.95,-5.32
81,-5.32,-5.61,-6.24
82,-6.24,-5.44,-5.32
83,-5.32,-6.12,-6.24
84,-6.24,-6.12,-5.32
85,-5.32,-6.12,-5.36
86,-5.88,-5.25,-5.88
87,-5.88,-6.24,-5.88
88,-6.12,-5.32,-6.24
89,-5.44,-6.24,-5.14
90,-5.61,-5.32,-6.24
91,-5.95,-6.24,-5.32
92,-6.12,-5.32,-6.12
93,-6.12,-5.36,-6.12
94,-5.25,-5.25,-5.25
95,-6.24,-6.24,-6.24
96,-5.32,-5.32,-5.32
97,-6.24,-6.24,-6.24
98,-5.95,-5.32,-5.32
99,-6.12,-6.24,-6.24
100,-6.12,-5.32,-5.32
