iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness
1,-6.93,-7.04,-5.83
2,-6.32,-7.76,-7.83
3,-6.93,-7.32,-8.17
4,-9.0,-6.93,-8.0
5,-8.17,-7.32,-8.33
6,-7.21,-8.17,-8.33
7,-9.21,-7.83,-6.82
8,-8.0,-9.21,-6.64
9,-8.33,-6.67,-6.25
10,-6.82,-8.15,-6.64
11,-6.64,-6.82,-6.64
12,-6.25,-6.25,-6.93
13,-6.64,-6.25,-7.32
14,-6.93,-6.25,-7.93
15,-7.32,-6.93,-9.0
16,-6.1,-6.48,-7.54
17,-7.17,-6.93,-7.67
18,-8.17,-9.0,-9.21
19,-6.0,-8.17,-6.67
20,-9.21,-7.21,-8.15
21,-6.67,-9.21,-6.82
22,-8.15,-8.0,-6.82
23,-6.82,-8.33,-6.64
24,-6.48,-6.82,-6.25
25,-6.25,-6.64,-7.32
26,-6.25,-6.25,-6.25
27,-7.32,-6.64,-7.32
28,-6.25,-6.93,-7.93
29,-8.32,-7.32,-7.17
30,-7.93,-6.93,-7.54
31,-9.0,-9.0,-7.83
32,-7.54,-8.17,-9.21
33,-7.83,-7.21,-8.0
34,-9.21,-9.21,-8.33
35,-9.21,-8.0,-6.82
36,-8.0,-8.33,-6.64
37,-8.15,-8.15,-6.25
38,-8.5,-6.82,-7.32
39,-8.32,-6.82,-6.1
40,-6.93,-6.64,-6.25
41,-6.48,-6.93,-7.93
42,-6.25,-7.32,-7.17
43,-8.32,-6.25,-8.0
44,-6.93,-8.32,-7.83
45,-8.83,-7.93,-8.32
46,-8.17,-9.0,-8.17
47,-7.83,-8.17,-7.76
48,-9.21,-7.21,-6.82
49,-8.0,-9.21,-6.48
50,-8.33,-8.0,-6.93
51,-6.82,-8.33,-6.48
52,-6.64,-6.82,-6.25
53,-6.93,-6.64,-8.32
54,-6.64,-6.25,-6.93
55,-6.25,-6.64,-8.83
56,-8.32,-6.93,-8.17
57,-6.93,-7.32,-7.83
58,-8.83,-6.93,-9.21
59,-8.17,-7.93,-8.0
60,-7.83,-7.17,-8.33
61,-9.21,-7.54,-6.82
62,-8.0,-7.83,-6.64
63,-8.33,-9.21,-6.93
64,-6.82,-6.67,-6.64
65,-6.64,-8.15,-6.1
66,-6.93,-6.82,-6.25
67,-6.64,-6.48,-7.93
68,-6.25,-6.25,-6.1
69,-8.32,-6.48,-8.83
70,-6.93,-6.93,-6.67
71,-8.83,-6.48,-6.48
72,-8.17,-6.1,-7.83
73,-7.83,-7.17,-8.17
74,-9.21,-8.17,-8.17
75,-8.0,-6.0,-7.76
76,-8.33,-9.21,-7.5
77,-6.82,-6.67,-6.48
78,-6.64,-8.15,-7.93
79,-6.25,-6.82,-8.32
80,-6.25,-6.48,-7.76
81,-6.93,-6.25,-8.15
82,-6.48,-6.48,-7.76
83,-6.64,-6.93,-7.32
84,-7.93,-6.48,-8.17
85,-7.32,-7.93,-7.83
86,-7.76,-9.0,-9.21
87,-7.5,-8.17,-8.0
88,-8.17,-7.21,-8.33
89,-6.0,-9.21,-7.5
90,-9.21,-8.0,-6.64
91,-6.67,-8.33,-6.25
92,-8.15,-6.82,-8.32
93,-8.15,-6.64,-6.1
94,-6.67,-6.64,-8.15
95,-7.32,-6.25,-6.43
96,-6.25,-7.32,-7.5
97,-8.32,-6.25,-6.48
98,-7.93,-7.32,-7.83
99,-6.48,-7.93,-7.93
100,-7.76,-7.17,-6.48
