iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3
1,17.67,13.54,18.58
2,19.0,13.54,17.67
3,21.86,13.54,17.67
4,23.17,13.54,19.0
5,18.58,13.54,20.02
6,23.17,13.54,15.83
7,16.75,13.54,16.75
8,20.88,13.54,15.09
9,19.5,13.54,18.23
10,20.88,13.54,20.11
11,13.54,13.54,15.99
12,13.54,13.54,13.54
13,13.54,13.54,13.54
14,13.54,13.54,13.54
15,13.54,13.54,13.54
16,13.54,13.54,13.54
17,13.54,13.54,13.54
18,13.54,13.54,13.54
19,13.54,13.54,13.54
20,13.54,13.54,13.54
21,13.54,13.54,13.54
22,13.54,13.54,13.54
23,13.54,13.54,13.54
24,13.54,13.54,13.54
25,13.54,13.54,13.54
26,13.54,13.54,13.54
27,13.54,13.54,13.54
28,13.54,13.54,13.54
29,13.54,13.54,13.54
30,13.54,13.54,13.54
31,13.54,13.54,13.54
32,13.54,13.54,13.54
33,13.54,13.54,13.54
34,13.54,13.54,13.54
35,13.54,13.54,13.54
36,13.54,13.54,13.54
37,13.54,13.54,13.54
38,13.54,13.54,13.54
39,13.54,13.54,13.54
40,13.54,13.54,13.54
41,13.54,13.54,13.54
42,13.54,13.54,13.54
43,13.54,13.54,13.54
44,13.54,13.54,13.54
45,13.54,13.54,13.54
46,13.54,13.54,13.54
47,13.54,13.54,13.54
48,13.54,13.54,13.54
49,13.54,13.54,13.54
50,13.54,13.54,13.54
51,13.54,13.54,13.54
52,13.54,13.54,13.54
53,13.54,13.54,13.54
54,13.54,13.54,13.54
55,13.54,13.54,13.54
56,13.54,13.54,13.54
57,13.54,13.54,13.54
58,13.54,13.54,13.54
59,13.54,13.54,13.54
60,13.54,13.54,13.54
61,13.54,13.54,13.54
62,13.54,13.54,13.54
63,13.54,13.54,13.54
64,13.54,13.54,13.54
65,13.54,13.54,13.54
66,13.54,13.54,13.54
67,13.54,13.54,13.54
68,13.54,13.54,13.54
69,13.54,13.54,13.54
70,13.54,13.54,13.54
71,13.54,13.54,13.54
72,13.54,13.54,13.54
73,13.54,13.54,13.54
74,13.54,13.54,13.54
75,13.54,13.54,13.54
76,13.54,13.54,13.54
77,13.54,13.54,13.54
78,13.54,13.54,13.54
79,13.54,13.54,13.54
80,13.54,13.54,13.54
81,13.54,13.54,13.54
82,13.54,13.54,13.54
83,13.54,13.54,13.54
84,13.54,13.54,13.54
85,13.54,13.54,13.54
86,13.54,13.54,13.54
87,13.54,13.54,13.54
88,13.54,13.54,13.54
89,13.54,13.54,13.54
90,13.54,13.54,13.54
91,13.54,13.54,13.54
92,13.54,13.54,13.54
93,13.54,13.54,13.54
94,13.54,13.54,13.54
95,13.54,13.54,13.54
96,13.54,13.54,13.54
97,13.54,13.54,13.54
98,13.54,13.54,13.54
99,13.54,13.54,13.54
100,13.54,13.54,13.54
