iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3,tpd_particle_4,tpd_particle_5,tpd_particle_6,tpd_particle_7,tpd_particle_8,tpd_particle_9,tpd_particle_10
1,26.25,32.5,32.5,32.5,28.5,32.5,26.79,26.79,37.5,26.79
2,28.5,20.0,22.5,22.5,23.5,27.5,28.5,26.79,21.79,28.5
3,30.0,20.0,32.5,37.5,28.5,37.5,27.5,26.25,26.25,32.5
4,28.5,20.0,23.5,28.5,27.5,19.5,37.5,26.79,27.5,26.25
5,23.5,27.5,28.5,26.79,17.79,18.5,32.5,19.29,26.79,27.5
6,28.5,32.5,26.79,26.79,17.79,19.5,32.5,21.79,21.79,27.5
7,21.0,37.5,26.79,19.29,17.79,19.5,26.25,26.79,26.79,26.79
8,16.79,26.79,26.79,16.79,17.79,19.5,26.79,26.79,26.79,17.79
9,16.79,16.79,26.79,16.79,17.79,17.79,19.29,16.79,26.79,17.79
10,16.79,16.79,26.79,16.79,16.79,17.79,16.79,16.79,19.29,16.79
11,16.79,16.79,26.79,16.79,16.79,17.79,17.79,16.79,26.79,16.79
12,16.79,16.79,26.79,16.79,16.79,17.79,16.79,16.79,26.79,16.79
13,16.79,16.79,26.79,16.79,16.79,17.79,16.79,16.79,16.79,16.79
14,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,17.79,16.79
15,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
16,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
17,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
18,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
19,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
20,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
21,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
22,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
23,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
24,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
25,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
26,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
27,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
28,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
29,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
30,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
31,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
32,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
33,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
34,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
35,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
36,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
37,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
38,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
39,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
40,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
41,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
42,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
43,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
44,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
45,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
46,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
47,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
48,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
49,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
50,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
51,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
52,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
53,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
54,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
55,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
56,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
57,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
58,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
59,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
60,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
61,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
62,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
63,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
64,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
65,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
66,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
67,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
68,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
69,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
70,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
71,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
72,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
73,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
74,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
75,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
76,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
77,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
78,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
80,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
81,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
82,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
83,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
84,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
85,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
86,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
87,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
88,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
89,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
90,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
91,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
92,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
93,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
94,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
95,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
96,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
97,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
98,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
99,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
100,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79
