iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3
1,18.5,18.17,18.75
2,22.0,18.17,19.5
3,20.5,18.17,18.33
4,18.17,18.17,22.83
5,20.21,18.17,17.5
6,20.83,16.42,22.83
7,19.33,16.42,19.92
8,20.5,16.42,18.75
9,17.0,16.42,16.1
10,19.02,18.75,16.1
11,19.02,16.1,16.1
12,19.02,16.1,16.1
13,15.52,15.52,15.68
14,15.52,16.1,17.07
15,15.52,15.52,15.52
16,15.52,17.07,15.52
17,15.52,17.07,15.52
18,15.52,15.52,15.52
19,15.52,15.52,15.52
20,15.52,15.52,15.52
21,15.52,15.52,15.52
22,15.52,15.52,15.52
23,15.52,15.52,15.52
24,15.52,15.52,15.52
25,15.52,15.52,15.52
26,15.52,15.52,15.52
27,15.52,15.52,15.52
28,15.52,15.52,15.52
29,15.52,15.52,15.52
30,15.52,15.52,15.52
31,15.52,15.52,15.52
32,15.52,15.52,15.52
33,15.52,15.52,15.52
34,15.52,15.52,15.52
35,15.52,15.52,15.52
36,15.52,15.52,15.52
37,15.52,15.52,15.52
38,15.52,15.52,15.52
39,15.52,15.52,15.52
40,15.52,15.52,15.52
41,15.52,15.52,15.52
42,15.52,15.52,15.52
43,15.52,15.52,15.52
44,15.52,15.52,15.52
45,15.52,15.52,15.52
46,15.52,15.52,15.52
47,15.52,15.52,15.52
48,15.52,15.52,15.52
49,15.52,15.52,15.52
50,15.52,15.52,15.52
51,15.52,15.52,15.52
52,15.52,15.52,15.52
53,15.52,15.52,15.52
54,15.52,15.52,15.52
55,15.52,15.52,15.52
56,15.52,15.52,15.52
57,15.52,15.52,15.52
58,15.52,15.52,15.52
59,15.52,15.52,15.52
60,15.52,15.52,15.52
61,15.52,15.52,15.52
62,15.52,15.52,15.52
63,15.52,15.52,15.52
64,15.52,15.52,15.52
65,15.52,15.52,15.52
66,15.52,15.52,15.52
67,15.52,15.52,15.52
68,15.52,15.52,15.52
69,15.52,15.52,15.52
70,15.52,15.52,15.52
71,15.52,15.52,15.52
72,15.52,15.52,15.52
73,15.52,15.52,15.52
74,15.52,15.52,15.52
75,15.52,15.52,15.52
76,15.52,15.52,15.52
77,15.52,15.52,15.52
78,15.52,15.52,15.52
79,15.52,15.52,15.52
80,15.52,15.52,15.52
81,15.52,15.52,15.52
82,15.52,15.52,15.52
83,15.52,15.52,15.52
84,15.52,15.52,15.52
85,15.52,15.52,15.52
86,15.52,15.52,15.52
87,15.52,15.52,15.52
88,15.52,15.52,15.52
89,15.52,15.52,15.52
90,15.52,15.52,15.52
91,15.52,15.52,15.52
92,15.52,15.52,15.52
93,15.52,15.52,15.52
94,15.52,15.52,15.52
95,15.52,15.52,15.52
96,15.52,15.52,15.52
97,15.52,15.52,15.52
98,15.52,15.52,15.52
99,15.52,15.52,15.52
100,15.52,15.52,15.52
