iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3
1,7.74,7.53,8.62
2,7.61,7.53,8.11
3,7.79,8.53,6.75
4,9.04,8.11,6.75
5,8.62,8.45,6.75
6,8.25,7.49,6.75
7,8.0,7.62,6.75
8,8.0,8.11,6.75
9,8.0,7.49,6.75
10,7.86,8.88,6.75
11,7.86,8.88,6.75
12,7.75,8.36,6.75
13,7.75,8.36,6.75
14,7.75,6.86,6.75
15,7.75,6.75,6.75
16,7.75,6.75,6.75
17,7.75,6.75,6.75
18,7.75,6.75,6.75
19,7.75,6.75,6.75
20,7.75,6.75,6.75
21,7.75,6.75,6.75
22,7.75,6.75,6.75
23,7.75,6.75,6.75
24,7.75,6.75,6.75
25,7.75,6.75,6.75
26,7.75,6.75,6.75
27,7.75,6.75,6.75
28,7.75,6.75,6.75
29,7.75,6.75,6.75
30,7.75,6.75,6.75
31,7.75,6.75,6.75
32,7.75,6.75,6.75
33,7.75,6.75,6.75
34,7.75,6.75,6.75
35,7.75,6.75,6.75
36,7.75,6.75,6.75
37,7.75,6.75,6.75
38,7.75,6.75,6.75
39,7.75,6.75,6.75
40,7.75,6.75,6.75
41,7.75,6.75,6.75
42,7.75,6.75,6.75
43,7.75,6.75,6.75
44,7.75,6.75,6.75
45,7.75,6.75,6.75
46,7.75,6.75,6.75
47,7.75,6.75,6.75
48,7.75,6.75,6.75
49,7.75,6.75,6.75
50,7.75,6.75,6.75
51,7.75,6.75,6.75
52,7.75,6.75,6.75
53,7.75,6.75,6.75
54,7.75,6.75,6.75
55,7.75,6.75,6.75
56,7.75,6.75,6.75
57,7.75,6.75,6.75
58,7.75,6.75,6.75
59,7.75,6.75,6.75
60,7.75,6.75,6.75
61,7.75,6.75,6.75
62,7.75,6.75,6.75
63,7.75,6.75,6.75
64,7.75,6.75,6.75
65,7.75,6.75,6.75
66,7.75,6.75,6.75
67,7.75,6.75,6.75
68,7.75,6.75,6.75
69,7.75,6.75,6.75
70,7.75,6.75,6.75
71,7.75,6.75,6.75
72,7.75,6.75,6.75
73,7.75,6.75,6.75
74,7.75,6.75,6.75
75,7.75,6.75,6.75
76,7.75,6.75,6.75
77,7.75,6.75,6.75
78,7.75,6.75,6.75
79,7.75,6.75,6.75
80,7.75,6.75,6.75
81,7.75,6.75,6.75
82,7.75,6.75,6.75
83,7.75,6.75,6.75
84,7.75,6.75,6.75
85,7.75,6.75,6.75
86,7.75,6.75,6.75
87,7.75,6.75,6.75
88,7.75,6.75,6.75
89,7.75,6.75,6.75
90,7.75,6.75,6.75
91,7.75,6.75,6.75
92,7.75,6.75,6.75
93,7.75,6.75,6.75
94,7.75,6.75,6.75
95,7.75,6.75,6.75
96,7.75,6.75,6.75
97,7.75,6.75,6.75
98,7.75,6.75,6.75
99,7.75,6.75,6.75
100,7.75,6.75,6.75
