iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3
1,3.59,4.04,4.21
2,4.21,4.04,4.21
3,4.21,3.94,4.21
4,4.21,4.21,4.21
5,4.21,4.21,4.21
6,4.21,4.21,4.21
7,4.21,4.21,4.21
8,4.21,4.21,4.21
9,4.21,4.21,4.21
10,4.21,4.21,4.21
11,4.21,4.21,4.21
12,4.21,4.21,4.21
13,4.21,4.21,4.21
14,4.21,4.21,4.21
15,4.21,4.21,4.21
16,4.21,4.21,4.21
17,4.21,4.21,4.21
18,4.21,4.21,4.21
19,4.21,4.21,4.21
20,4.21,4.21,4.21
21,4.21,4.21,4.21
22,4.21,4.21,4.21
23,4.21,4.21,4.21
24,4.21,4.21,4.21
25,4.21,4.21,4.21
26,4.21,4.21,4.21
27,4.21,4.21,4.21
28,4.21,4.21,4.21
29,4.21,4.21,4.21
30,4.21,4.21,4.21
31,4.21,4.21,4.21
32,4.21,4.21,4.21
33,4.21,4.21,4.21
34,4.21,4.21,4.21
35,4.21,4.21,4.21
36,4.21,4.21,4.21
37,4.21,4.21,4.21
38,4.21,4.21,4.21
39,4.21,4.21,4.21
40,4.21,4.21,4.21
41,4.21,4.21,4.21
42,4.21,4.21,4.21
43,4.21,4.21,4.21
44,4.21,4.21,4.21
45,4.21,4.21,4.21
46,4.21,4.21,4.21
47,4.21,4.21,4.21
48,4.21,4.21,4.21
49,4.21,4.21,4.21
50,4.21,4.21,4.21
51,4.21,4.21,4.21
52,4.21,4.21,4.21
53,4.21,4.21,4.21
54,4.21,4.21,4.21
55,4.21,4.21,4.21
56,4.21,4.21,4.21
57,4.21,4.21,4.21
58,4.21,4.21,4.21
59,4.21,4.21,4.21
60,4.21,4.21,4.21
61,4.21,4.21,4.21
62,4.21,4.21,4.21
63,4.21,4.21,4.21
64,4.21,4.21,4.21
65,4.21,4.21,4.21
66,4.21,4.21,4.21
67,4.21,4.21,4.21
68,4.21,4.21,4.21
69,4.21,4.21,4.21
70,4.21,4.21,4.21
71,4.21,4.21,4.21
72,4.21,4.21,4.21
73,4.21,4.21,4.21
74,4.21,4.21,4.21
75,4.21,4.21,4.21
76,4.21,4.21,4.21
77,4.21,4.21,4.21
78,4.21,4.21,4.21
79,4.21,4.21,4.21
80,4.21,4.21,4.21
81,4.21,4.21,4.21
82,4.21,4.21,4.21
83,4.21,4.21,4.21
84,4.21,4.21,4.21
85,4.21,4.21,4.21
86,4.21,4.21,4.21
87,4.21,4.21,4.21
88,4.21,4.21,4.21
89,4.21,4.21,4.21
90,4.21,4.21,4.21
91,4.21,4.21,4.21
92,4.21,4.21,4.21
93,4.21,4.21,4.21
94,4.21,4.21,4.21
95,4.21,4.21,4.21
96,4.21,4.21,4.21
97,4.21,4.21,4.21
98,4.21,4.21,4.21
99,4.21,4.21,4.21
100,4.21,4.21,4.21
