iteration,swarm_best_fitness
1,-39.24
2,-37.54
3,-37.54
4,-37.54
5,-37.54
6,-37.54
7,-37.54
8,-36.12
9,-36.12
10,-35.29
11,-35.29
12,-35.29
13,-35.29
14,-35.29
15,-35.29
16,-34.65
17,-34.65
18,-34.65
19,-34.65
20,-34.65
21,-34.65
22,-34.65
23,-34.65
24,-34.65
25,-34.65
26,-34.65
27,-34.65
28,-34.65
29,-34.65
30,-34.65
31,-34.65
32,-34.65
33,-34.65
34,-34.65
35,-34.65
36,-34.65
37,-34.65
38,-34.65
39,-34.65
40,-34.65
41,-34.65
42,-34.65
43,-34.65
44,-34.65
45,-34.65
46,-34.65
47,-34.65
48,-34.65
49,-34.65
50,-34.65
51,-34.65
52,-34.65
53,-34.65
54,-34.65
55,-34.65
56,-34.65
57,-34.65
58,-34.65
59,-34.65
60,-34.65
61,-34.65
62,-34.65
63,-34.65
64,-34.65
65,-34.65
66,-34.65
67,-34.65
68,-34.65
69,-34.65
70,-34.65
71,-34.65
72,-34.65
73,-34.65
74,-34.65
75,-34.65
76,-34.65
77,-34.65
78,-34.65
79,-34.65
80,-34.65
81,-34.65
82,-34.65
83,-34.65
84,-34.65
85,-34.65
86,-34.65
87,-34.65
88,-34.65
89,-34.65
90,-34.65
91,-34.65
92,-34.65
93,-34.65
94,-34.65
95,-34.65
96,-34.65
97,-34.65
98,-34.65
99,-34.65
100,-34.65
101,-34.65
102,-34.65
103,-34.65
104,-34.65
105,-34.65
106,-34.65
107,-34.65
108,-34.65
109,-34.65
110,-34.65
111,-34.65
112,-34.65
113,-34.65
114,-34.65
115,-34.65
116,-34.65
117,-34.65
118,-34.65
119,-34.65
120,-34.65
121,-34.65
122,-34.65
123,-34.65
124,-34.65
125,-34.65
126,-34.65
127,-34.65
128,-34.65
129,-34.65
130,-34.65
131,-34.65
132,-34.65
133,-34.65
134,-34.65
135,-34.65
136,-34.65
137,-34.65
138,-34.65
139,-34.65
140,-34.65
141,-34.65
142,-34.65
143,-34.65
144,-34.65
145,-34.65
146,-34.65
147,-34.65
148,-34.65
149,-34.65
150,-34.65
151,-34.65
152,-34.65
153,-34.65
154,-34.65
155,-34.65
156,-34.65
157,-34.65
158,-34.65
159,-34.65
160,-34.65
161,-34.65
162,-34.65
163,-34.65
164,-34.65
165,-34.65
166,-34.65
167,-34.65
168,-34.65
169,-34.65
170,-34.65
171,-34.65
172,-34.65
173,-34.65
174,-34.65
175,-34.65
176,-34.65
177,-34.65
178,-34.65
179,-34.65
180,-34.65
181,-34.65
182,-34.65
183,-34.65
184,-34.65
185,-34.65
186,-34.65
187,-34.65
188,-34.65
189,-34.65
190,-34.65
191,-34.65
192,-34.65
193,-34.65
194,-34.65
195,-34.65
196,-34.65
197,-34.65
198,-34.65
199,-34.65
200,-34.65
