iteration,swarm_best_fitness
1,-46.87
2,-46.87
3,-46.87
4,-46.87
5,-46.87
6,-46.87
7,-46.87
8,-46.87
9,-46.87
10,-46.87
11,-46.87
12,-46.87
13,-46.87
14,-46.87
15,-46.87
16,-46.87
17,-46.87
18,-46.87
19,-46.87
20,-46.87
21,-46.87
22,-46.87
23,-46.87
24,-46.87
25,-46.87
26,-46.87
27,-46.87
28,-46.87
29,-46.87
30,-46.87
31,-46.87
32,-46.87
33,-46.87
34,-46.87
35,-46.87
36,-46.87
37,-46.87
38,-46.87
39,-46.87
40,-46.87
41,-46.87
42,-46.87
43,-46.87
44,-46.87
45,-46.87
46,-46.87
47,-46.87
48,-46.87
49,-46.87
50,-46.87
51,-46.87
52,-46.87
53,-46.87
54,-46.87
55,-46.87
56,-46.87
57,-46.87
58,-46.87
59,-46.87
60,-46.87
61,-46.87
62,-46.87
63,-46.87
64,-46.87
65,-46.87
66,-46.87
67,-46.87
68,-46.87
69,-46.87
70,-46.87
71,-46.87
72,-46.87
73,-46.87
74,-46.87
75,-46.87
76,-46.87
77,-46.87
78,-46.87
79,-46.87
80,-46.87
81,-46.87
82,-46.87
83,-46.87
84,-46.87
85,-46.87
86,-46.87
87,-46.87
88,-46.87
89,-46.87
90,-46.87
91,-46.87
92,-46.87
93,-46.87
94,-46.87
95,-46.87
96,-46.87
97,-46.87
98,-46.87
99,-46.87
100,-46.87
101,-46.87
102,-46.87
103,-46.87
104,-46.87
105,-46.87
106,-46.87
107,-46.87
108,-46.87
109,-46.87
110,-46.87
111,-46.87
112,-46.87
113,-46.87
114,-46.87
115,-46.87
116,-46.87
117,-46.87
118,-46.87
119,-46.87
120,-46.87
121,-46.87
122,-46.87
123,-46.87
124,-46.87
125,-46.87
126,-46.87
127,-46.87
128,-46.87
129,-46.87
130,-46.87
131,-46.87
132,-46.87
133,-46.87
134,-46.87
135,-46.87
136,-46.87
137,-46.87
138,-46.87
139,-46.87
140,-46.87
141,-46.87
142,-46.87
143,-46.87
144,-46.87
145,-46.87
146,-46.87
147,-46.87
148,-46.87
149,-46.87
150,-46.87
151,-46.87
152,-46.87
153,-46.87
154,-46.87
155,-46.87
156,-46.87
157,-46.87
158,-46.87
159,-46.87
160,-46.87
161,-46.87
162,-46.87
163,-46.87
164,-46.87
165,-46.87
166,-46.87
167,-46.87
168,-46.87
169,-46.87
170,-46.87
171,-46.87
172,-46.87
173,-46.87
174,-46.87
175,-46.87
176,-46.87
177,-46.87
178,-46.87
179,-46.87
180,-46.87
181,-46.87
182,-46.87
183,-46.87
184,-46.87
185,-46.87
186,-46.87
187,-46.87
188,-46.87
189,-46.87
190,-46.87
191,-46.87
192,-46.87
193,-46.87
194,-46.87
195,-46.87
196,-46.87
197,-46.87
198,-46.87
199,-46.87
200,-46.87
