iteration,swarm_best_fitness
1,-42.61
2,-41.66
3,-41.66
4,-37.65
5,-37.65
6,-37.65
7,-36.07
8,-36.07
9,-36.07
10,-36.07
11,-36.07
12,-36.07
13,-36.07
14,-36.07
15,-36.07
16,-36.07
17,-36.07
18,-36.07
19,-36.07
20,-36.07
21,-36.07
22,-36.07
23,-36.07
24,-36.07
25,-36.07
26,-36.07
27,-36.07
28,-36.07
29,-36.07
30,-36.07
31,-36.07
32,-36.07
33,-36.07
34,-36.07
35,-36.07
36,-36.07
37,-36.07
38,-36.07
39,-36.07
40,-36.07
41,-36.07
42,-36.07
43,-36.07
44,-36.07
45,-36.07
46,-36.07
47,-36.07
48,-36.07
49,-36.07
50,-36.07
51,-36.07
52,-36.07
53,-36.07
54,-36.07
55,-36.07
56,-36.07
57,-36.07
58,-36.07
59,-36.07
60,-36.07
61,-36.07
62,-36.07
63,-36.07
64,-36.07
65,-36.07
66,-36.07
67,-36.07
68,-36.07
69,-36.07
70,-36.07
71,-36.07
72,-36.07
73,-36.07
74,-36.07
75,-36.07
76,-36.07
77,-36.07
78,-36.07
79,-36.07
80,-36.07
81,-36.07
82,-36.07
83,-36.07
84,-36.07
85,-36.07
86,-36.07
87,-36.07
88,-36.07
89,-36.07
90,-36.07
91,-36.07
92,-36.07
93,-36.07
94,-36.07
95,-36.07
96,-36.07
97,-36.07
98,-36.07
99,-36.07
100,-36.07
101,-36.07
102,-36.07
103,-36.07
104,-36.07
105,-36.07
106,-36.07
107,-36.07
108,-36.07
109,-36.07
110,-36.07
111,-36.07
112,-36.07
113,-36.07
114,-36.07
115,-36.07
116,-36.07
117,-36.07
118,-36.07
119,-36.07
120,-36.07
121,-36.07
122,-36.07
123,-36.07
124,-36.07
125,-36.07
126,-36.07
127,-36.07
128,-36.07
129,-36.07
130,-36.07
131,-36.07
132,-36.07
133,-36.07
134,-36.07
135,-36.07
136,-36.07
137,-36.07
138,-36.07
139,-36.07
140,-36.07
141,-36.07
142,-36.07
143,-36.07
144,-36.07
145,-36.07
146,-36.07
147,-36.07
148,-36.07
149,-36.07
150,-36.07
151,-36.07
152,-36.07
153,-36.07
154,-36.07
155,-36.07
156,-36.07
157,-36.07
158,-36.07
159,-36.07
160,-36.07
161,-36.07
162,-36.07
163,-36.07
164,-36.07
165,-36.07
166,-36.07
167,-36.07
168,-36.07
169,-36.07
170,-36.07
171,-36.07
172,-36.07
173,-36.07
174,-36.07
175,-36.07
176,-36.07
177,-36.07
178,-36.07
179,-36.07
180,-36.07
181,-36.07
182,-36.07
183,-36.07
184,-36.07
185,-36.07
186,-36.07
187,-36.07
188,-36.07
189,-36.07
190,-36.07
191,-36.07
192,-36.07
193,-36.07
194,-36.07
195,-36.07
196,-36.07
197,-36.07
198,-36.07
199,-36.07
200,-36.07
