iteration,swarm_best_fitness
1,-42.05
2,-42.05
3,-42.05
4,-42.05
5,-42.05
6,-42.05
7,-42.05
8,-42.05
9,-42.05
10,-42.05
11,-42.05
12,-42.05
13,-42.05
14,-42.05
15,-42.05
16,-42.05
17,-42.05
18,-42.05
19,-42.05
20,-42.05
21,-42.05
22,-42.05
23,-42.05
24,-42.05
25,-42.05
26,-42.05
27,-42.05
28,-42.05
29,-42.05
30,-42.05
31,-42.05
32,-42.05
33,-42.05
34,-42.05
35,-42.05
36,-42.05
37,-42.05
38,-42.05
39,-42.05
40,-42.05
41,-42.05
42,-42.05
43,-42.05
44,-42.05
45,-42.05
46,-42.05
47,-42.05
48,-42.05
49,-42.05
50,-42.05
51,-42.05
52,-42.05
53,-42.05
54,-42.05
55,-42.05
56,-42.05
57,-42.05
58,-42.05
59,-42.05
60,-42.05
61,-42.05
62,-42.05
63,-42.05
64,-42.05
65,-42.05
66,-42.05
67,-42.05
68,-42.05
69,-42.05
70,-42.05
71,-42.05
72,-42.05
73,-42.05
74,-42.05
75,-42.05
76,-42.05
77,-42.05
78,-42.05
79,-42.05
80,-42.05
81,-42.05
82,-42.05
83,-42.05
84,-42.05
85,-42.05
86,-42.05
87,-42.05
88,-42.05
89,-42.05
90,-42.05
91,-42.05
92,-42.05
93,-42.05
94,-42.05
95,-42.05
96,-42.05
97,-42.05
98,-42.05
99,-42.05
100,-42.05
101,-42.05
102,-42.05
103,-42.05
104,-42.05
105,-42.05
106,-42.05
107,-42.05
108,-42.05
109,-42.05
110,-42.05
111,-42.05
112,-42.05
113,-42.05
114,-42.05
115,-42.05
116,-42.05
117,-42.05
118,-42.05
119,-42.05
120,-42.05
121,-42.05
122,-42.05
123,-42.05
124,-42.05
125,-42.05
126,-42.05
127,-42.05
128,-42.05
129,-42.05
130,-42.05
131,-42.05
132,-42.05
133,-42.05
134,-42.05
135,-42.05
136,-42.05
137,-42.05
138,-42.05
139,-42.05
140,-42.05
141,-42.05
142,-42.05
143,-42.05
144,-42.05
145,-42.05
146,-42.05
147,-42.05
148,-42.05
149,-42.05
150,-42.05
151,-42.05
152,-42.05
153,-42.05
154,-42.05
155,-42.05
156,-42.05
157,-42.05
158,-42.05
159,-42.05
160,-42.05
161,-42.05
162,-42.05
163,-42.05
164,-42.05
165,-42.05
166,-42.05
167,-42.05
168,-42.05
169,-42.05
170,-42.05
171,-42.05
172,-42.05
173,-42.05
174,-42.05
175,-42.05
176,-42.05
177,-42.05
178,-42.05
179,-42.05
180,-42.05
181,-42.05
182,-42.05
183,-42.05
184,-42.05
185,-42.05
186,-42.05
187,-42.05
188,-42.05
189,-42.05
190,-42.05
191,-42.05
192,-42.05
193,-42.05
194,-42.05
195,-42.05
196,-42.05
197,-42.05
198,-42.05
199,-42.05
200,-42.05
