iteration,swarm_best_fitness
1,-42.67
2,-42.41
3,-38.0
4,-35.69
5,-35.69
6,-35.69
7,-35.69
8,-35.69
9,-35.69
10,-35.69
11,-35.69
12,-35.69
13,-35.69
14,-35.69
15,-35.69
16,-35.69
17,-35.69
18,-35.69
19,-35.69
20,-35.69
21,-35.69
22,-35.69
23,-35.69
24,-35.69
25,-35.69
26,-35.69
27,-35.69
28,-35.69
29,-35.69
30,-35.69
31,-35.69
32,-35.69
33,-35.69
34,-35.69
35,-35.69
36,-35.69
37,-35.69
38,-35.69
39,-35.69
40,-35.69
41,-35.69
42,-35.69
43,-35.69
44,-35.69
45,-35.69
46,-35.69
47,-35.69
48,-35.69
49,-35.69
50,-35.69
51,-35.69
52,-35.69
53,-35.69
54,-35.69
55,-35.69
56,-35.69
57,-35.69
58,-35.69
59,-35.69
60,-35.69
61,-35.69
62,-35.69
63,-35.69
64,-35.69
65,-35.69
66,-35.69
67,-35.69
68,-35.69
69,-35.69
70,-35.69
71,-35.69
72,-35.69
73,-35.69
74,-35.69
75,-35.69
76,-35.69
77,-35.69
78,-35.69
79,-35.69
80,-35.69
81,-35.69
82,-35.69
83,-35.69
84,-35.69
85,-35.69
86,-35.69
87,-35.69
88,-35.69
89,-35.69
90,-35.69
91,-35.69
92,-35.69
93,-35.69
94,-35.69
95,-35.69
96,-35.69
97,-35.69
98,-35.69
99,-35.69
100,-35.69
101,-35.69
102,-35.69
103,-35.69
104,-35.69
105,-35.69
106,-35.69
107,-35.69
108,-35.69
109,-35.69
110,-35.69
111,-35.69
112,-35.69
113,-35.69
114,-35.69
115,-35.69
116,-35.69
117,-35.69
118,-35.69
119,-35.69
120,-35.69
121,-35.69
122,-35.69
123,-35.69
124,-35.69
125,-35.69
126,-35.69
127,-35.69
128,-35.69
129,-35.69
130,-35.69
131,-35.69
132,-35.69
133,-35.69
134,-35.69
135,-35.69
136,-35.69
137,-35.69
138,-35.69
139,-35.69
140,-35.69
141,-35.69
142,-35.69
143,-35.69
144,-35.69
145,-35.69
146,-35.69
147,-35.69
148,-35.69
149,-35.69
150,-35.69
151,-35.69
152,-35.69
153,-35.69
154,-35.69
155,-35.69
156,-35.69
157,-35.69
158,-35.69
159,-35.69
160,-35.69
161,-35.69
162,-35.69
163,-35.69
164,-35.69
165,-35.69
166,-35.69
167,-35.69
168,-35.69
169,-35.69
170,-35.69
171,-35.69
172,-35.69
173,-35.69
174,-35.69
175,-35.69
176,-35.69
177,-35.69
178,-35.69
179,-35.69
180,-35.69
181,-35.69
182,-35.69
183,-35.69
184,-35.69
185,-35.69
186,-35.69
187,-35.69
188,-35.69
189,-35.69
190,-35.69
191,-35.69
192,-35.69
193,-35.69
194,-35.69
195,-35.69
196,-35.69
197,-35.69
198,-35.69
199,-35.69
200,-35.69
