iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness,particle_4_fitness,particle_5_fitness,particle_6_fitness,particle_7_fitness,particle_8_fitness,particle_9_fitness,particle_10_fitness
30,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
31,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
32,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
34,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
35,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
36,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
37,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
38,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
39,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
40,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
41,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
42,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
43,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
44,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
45,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
46,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
47,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
48,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
49,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
50,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
51,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
52,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
53,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
54,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
55,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
56,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
57,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
58,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
59,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
60,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
61,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
62,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
63,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
64,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
65,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
66,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
67,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
68,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
69,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
70,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
71,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
72,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
73,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
74,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
75,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
76,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
77,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
78,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
79,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
80,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
81,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
82,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
83,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
84,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
85,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
86,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
87,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
88,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
89,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
90,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
91,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
92,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
93,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
94,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
95,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
96,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
97,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
98,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
99,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
100,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
101,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
102,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
103,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
104,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
105,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
106,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
107,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
108,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
109,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
110,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
111,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
112,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
113,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
114,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
115,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
116,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
117,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
118,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
119,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
120,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
121,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
122,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
123,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.35,-16.33
124,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
125,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
126,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
127,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
128,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
129,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
130,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
131,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
132,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
133,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
134,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
135,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
136,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
137,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
138,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
139,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
140,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
141,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
142,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
143,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
144,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
145,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
146,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
147,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
148,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
149,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
150,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
151,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
152,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
153,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
154,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
155,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
156,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
157,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
158,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
159,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
160,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
161,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
162,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
163,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
164,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
165,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
166,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
167,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
168,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
169,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
170,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
171,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
172,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
173,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
174,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
175,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
176,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
177,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
178,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
179,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
180,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
181,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
182,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
183,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
184,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
185,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.35,-16.33
186,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
187,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
188,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
189,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
190,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
191,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
192,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
193,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
194,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
195,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
196,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33
197,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
198,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
199,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.34,-16.33
200,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-16.39,-16.33
