iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness
1,-40.86,-61.89,-69.25
2,-40.86,-40.86,-78.71
3,-40.86,-78.71,-38.33
4,-51.18,-40.86,-40.86
5,-109.0,-61.89,-38.33
6,-78.71,-51.18,-38.33
7,-47.17,-91.33,-38.33
8,-78.71,-56.0,-38.33
9,-38.33,-56.0,-38.33
10,-47.17,-40.86,-38.33
11,-47.17,-51.18,-38.33
12,-40.86,-78.71,-38.33
13,-40.86,-109.0,-38.33
14,-40.86,-38.33,-38.33
15,-51.18,-78.71,-38.33
16,-47.17,-40.86,-38.33
17,-61.89,-61.89,-38.33
18,-69.25,-47.17,-38.33
19,-91.33,-109.0,-38.33
20,-40.86,-47.17,-38.33
21,-51.18,-61.89,-38.33
22,-51.18,-56.0,-38.33
23,-91.33,-69.25,-38.33
24,-109.0,-38.33,-38.33
25,-43.77,-43.77,-38.33
26,-69.25,-38.33,-38.33
27,-91.33,-40.86,-38.33
28,-78.71,-38.33,-38.33
29,-91.33,-38.33,-38.33
30,-109.0,-38.33,-38.33
31,-78.71,-38.33,-38.33
32,-43.77,-40.86,-38.33
33,-40.86,-38.33,-38.33
34,-38.33,-38.33,-38.33
35,-40.86,-40.86,-38.33
36,-38.33,-38.33,-38.33
37,-38.33,-43.77,-38.33
38,-38.33,-40.86,-38.33
39,-43.77,-38.33,-38.33
40,-38.33,-38.33,-38.33
41,-40.86,-40.86,-38.33
42,-43.77,-38.33,-38.33
43,-38.33,-38.33,-38.33
44,-38.33,-38.33,-38.33
45,-38.33,-40.86,-38.33
46,-43.77,-38.33,-38.33
47,-40.86,-40.86,-38.33
48,-40.86,-43.77,-38.33
49,-38.33,-38.33,-38.33
50,-40.86,-43.77,-38.33
51,-40.86,-40.86,-38.33
52,-40.86,-40.86,-38.33
53,-38.33,-38.33,-38.33
54,-78.71,-38.33,-38.33
55,-51.18,-40.86,-38.33
56,-69.25,-38.33,-38.33
57,-38.33,-38.33,-38.33
58,-38.33,-38.33,-38.33
59,-69.25,-40.86,-38.33
60,-43.77,-40.86,-38.33
61,-38.33,-40.86,-38.33
62,-40.86,-43.77,-38.33
63,-38.33,-40.86,-38.33
64,-40.86,-38.33,-38.33
65,-38.33,-38.33,-38.33
66,-40.86,-40.86,-38.33
67,-38.33,-38.33,-38.33
68,-38.33,-43.77,-38.33
69,-78.71,-38.33,-38.33
70,-78.71,-38.33,-38.33
71,-78.71,-38.33,-38.33
72,-38.33,-40.86,-38.33
73,-43.77,-40.86,-38.33
74,-38.33,-40.86,-38.33
75,-38.33,-40.86,-38.33
76,-40.86,-40.86,-38.33
77,-38.33,-40.86,-38.33
78,-38.33,-38.33,-38.33
79,-38.33,-38.33,-38.33
80,-38.33,-38.33,-38.33
81,-40.86,-40.86,-38.33
82,-40.86,-40.86,-38.33
83,-40.86,-40.86,-38.33
84,-40.86,-38.33,-38.33
85,-43.77,-38.33,-38.33
86,-40.86,-38.33,-38.33
87,-40.86,-38.33,-38.33
88,-40.86,-38.33,-38.33
89,-38.33,-38.33,-38.33
90,-40.86,-38.33,-38.33
91,-38.33,-40.86,-38.33
92,-40.86,-43.77,-38.33
93,-38.33,-40.86,-38.33
94,-38.33,-38.33,-38.33
95,-38.33,-69.25,-38.33
96,-40.86,-38.33,-38.33
97,-38.33,-38.33,-38.33
98,-43.77,-38.33,-38.33
99,-38.33,-40.86,-38.33
100,-38.33,-40.86,-38.33
101,-40.86,-38.33,-38.33
102,-40.86,-38.33,-38.33
103,-38.33,-38.33,-38.33
104,-38.33,-38.33,-38.33
105,-38.33,-38.33,-38.33
106,-43.77,-38.33,-38.33
107,-40.86,-38.33,-38.33
108,-38.33,-38.33,-38.33
109,-38.33,-38.33,-38.33
110,-38.33,-40.86,-38.33
111,-38.33,-40.86,-38.33
112,-40.86,-38.33,-38.33
113,-40.86,-40.86,-38.33
114,-40.86,-38.33,-38.33
115,-43.77,-38.33,-38.33
116,-38.33,-38.33,-38.33
117,-38.33,-38.33,-38.33
118,-40.86,-38.33,-38.33
119,-40.86,-40.86,-38.33
120,-40.86,-40.86,-38.33
121,-40.86,-38.33,-38.33
122,-38.33,-38.33,-38.33
123,-40.86,-40.86,-38.33
124,-78.71,-38.33,-38.33
125,-78.71,-38.33,-38.33
126,-40.86,-38.33,-38.33
127,-38.33,-40.86,-38.33
128,-38.33,-40.86,-38.33
129,-43.77,-43.77,-38.33
130,-40.86,-43.77,-38.33
131,-38.33,-38.33,-38.33
132,-43.77,-38.33,-38.33
133,-40.86,-40.86,-38.33
134,-38.33,-40.86,-38.33
135,-38.33,-38.33,-38.33
136,-38.33,-38.33,-38.33
137,-69.25,-38.33,-38.33
138,-78.71,-40.86,-38.33
139,-38.33,-38.33,-38.33
140,-38.33,-40.86,-38.33
141,-38.33,-38.33,-38.33
142,-38.33,-38.33,-38.33
143,-38.33,-38.33,-38.33
144,-40.86,-38.33,-38.33
145,-40.86,-40.86,-38.33
146,-38.33,-40.86,-38.33
147,-69.25,-38.33,-38.33
148,-38.33,-38.33,-38.33
149,-38.33,-40.86,-38.33
150,-38.33,-40.86,-38.33
