iteration,swarm_best_fitness
1,-6.73
2,-6.73
3,-6.73
4,-6.73
5,-6.73
6,-6.73
7,-6.73
8,-6.73
9,-6.73
10,-6.73
11,-6.73
12,-6.73
13,-6.73
14,-6.73
15,-6.73
16,-6.73
17,-6.73
18,-6.73
19,-6.73
20,-6.73
21,-6.73
22,-6.73
23,-6.73
24,-6.73
25,-6.73
26,-6.73
27,-6.73
28,-6.73
29,-6.73
30,-6.73
31,-6.73
32,-6.73
33,-6.73
34,-6.73
35,-6.73
36,-6.73
37,-6.73
38,-6.73
39,-6.73
40,-6.73
41,-6.73
42,-6.73
43,-6.73
44,-6.73
45,-6.73
46,-6.73
47,-6.73
48,-6.73
49,-6.73
50,-6.73
51,-6.73
52,-6.73
53,-6.73
54,-6.73
55,-6.73
56,-6.73
57,-6.73
58,-6.73
59,-6.73
60,-6.73
61,-6.73
62,-6.73
63,-6.73
64,-6.73
65,-6.73
66,-6.73
67,-6.73
68,-6.73
69,-6.73
70,-6.73
71,-6.73
72,-6.73
73,-6.73
74,-6.73
75,-6.73
76,-6.73
77,-6.73
78,-6.73
79,-6.73
80,-6.73
81,-6.73
82,-6.73
83,-6.73
84,-6.73
85,-6.73
86,-6.73
87,-6.73
88,-6.73
89,-6.73
90,-6.73
91,-6.73
92,-6.73
93,-6.73
94,-6.73
95,-6.73
96,-6.73
97,-6.73
98,-6.73
99,-6.73
100,-6.73
