iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3
1,12.29,11.67,29.0
2,13.83,11.17,24.67
3,29.0,11.67,14.82
4,24.67,11.67,14.82
5,14.82,11.67,13.83
6,14.82,11.67,11.17
7,13.33,11.17,19.25
8,11.67,11.67,28.5
9,19.25,11.67,21.07
10,29.0,11.67,16.0
11,21.07,11.17,13.83
12,15.5,11.67,11.67
13,13.33,11.17,21.57
14,11.67,11.17,29.0
15,21.57,11.17,12.29
16,29.0,11.17,21.57
17,12.29,11.67,12.29
18,21.57,11.67,13.83
19,12.29,11.67,14.82
20,13.83,11.67,11.67
21,14.82,11.17,11.67
22,13.83,11.67,11.67
23,11.67,11.17,11.67
24,11.67,11.67,11.67
25,11.67,11.67,11.67
26,11.67,11.17,11.67
27,11.67,11.67,11.67
28,11.67,11.67,11.67
29,11.67,11.67,11.67
30,11.67,11.17,11.67
31,11.67,11.17,11.67
32,11.67,11.17,11.67
33,11.67,11.17,11.67
34,11.67,11.67,11.67
35,11.67,11.17,11.67
36,11.67,11.17,11.67
37,11.67,11.17,11.67
38,11.67,11.17,11.67
39,11.67,11.17,11.67
40,11.67,11.17,11.67
41,11.67,11.17,11.67
42,11.67,11.67,11.67
43,11.67,11.67,11.67
44,11.67,11.67,11.67
45,11.67,11.67,11.67
46,11.67,11.67,11.67
47,11.67,11.67,11.67
48,11.67,11.67,11.67
49,11.67,11.67,11.67
50,11.67,11.67,11.67
51,11.67,11.67,11.67
52,11.67,11.67,11.67
53,11.67,11.67,11.67
54,11.67,11.67,11.67
55,11.67,11.67,11.67
56,11.67,11.67,11.67
57,11.67,11.67,11.67
58,11.67,11.67,11.67
59,11.67,11.67,11.67
60,11.67,11.67,11.67
61,11.67,11.67,11.67
62,11.67,11.67,11.67
63,11.67,11.67,11.67
64,11.67,11.67,11.67
65,11.67,11.67,11.67
66,11.67,11.67,11.67
67,11.67,11.67,11.67
68,11.67,11.67,11.67
69,11.67,11.67,11.67
70,11.67,11.67,11.67
71,11.67,11.67,11.67
72,11.67,11.67,11.67
73,11.67,11.67,11.67
74,11.67,11.67,11.67
75,11.67,11.67,11.67
76,11.67,11.67,11.67
77,11.67,11.67,11.67
78,11.67,11.67,11.67
79,11.67,11.67,11.67
80,11.67,11.67,11.67
81,11.67,11.67,11.67
82,11.67,11.67,11.67
83,11.67,11.67,11.67
84,11.67,11.67,11.67
85,11.67,11.67,11.67
86,11.67,11.67,11.67
87,11.67,11.67,11.67
88,11.67,11.67,11.67
89,11.67,11.67,11.67
90,11.67,11.67,11.67
91,11.67,11.67,11.67
92,11.67,11.67,11.67
93,11.67,11.67,11.67
94,11.67,11.67,11.67
95,11.67,11.67,11.67
96,11.67,11.67,11.67
97,11.67,11.67,11.67
98,11.67,11.67,11.67
99,11.67,11.67,11.67
100,11.67,11.67,11.67
101,11.67,11.67,11.67
102,11.67,11.67,11.67
103,11.67,11.67,11.67
104,11.67,11.67,11.67
105,11.67,11.67,11.67
106,11.67,11.67,11.67
107,11.67,11.67,11.67
108,11.67,11.67,11.67
109,11.67,11.67,11.67
110,11.67,11.67,11.67
111,11.67,11.67,11.67
112,11.67,11.67,11.67
113,11.67,11.67,11.67
114,11.67,11.67,11.67
115,11.67,11.67,11.67
116,11.67,11.67,11.67
117,11.67,11.67,11.67
118,11.67,11.67,11.67
119,11.67,11.67,11.67
120,11.67,11.67,11.67
121,11.67,11.67,11.67
122,11.67,11.67,11.67
123,11.67,11.67,11.67
124,11.67,11.67,11.67
125,11.67,11.67,11.67
126,11.67,11.67,11.67
127,11.67,11.67,11.67
128,11.67,11.67,11.67
129,11.67,11.67,11.67
130,11.67,11.67,11.67
131,11.67,11.67,11.67
132,11.67,11.67,11.67
133,11.67,11.67,11.67
134,11.67,11.67,11.67
135,11.67,11.67,11.67
136,11.67,11.67,11.67
137,11.67,11.67,11.67
138,11.67,11.67,11.67
139,11.67,11.67,11.67
140,11.67,11.67,11.67
141,11.67,11.67,11.67
142,11.67,11.67,11.67
143,11.67,11.67,11.67
144,11.67,11.67,11.67
145,11.67,11.67,11.67
146,11.67,11.67,11.67
147,11.67,11.67,11.67
148,11.67,11.67,11.67
149,11.67,11.67,11.67
150,11.67,11.67,11.67
