iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness
1,-6.57,-12.14,-5.48
2,-6.21,-8.0,-6.33
3,-6.57,-6.57,-12.5
4,-9.25,-7.55,-7.17
5,-7.17,-6.57,-11.33
6,-6.33,-9.25,-8.0
7,-12.5,-7.17,-6.57
8,-7.17,-6.33,-7.55
9,-11.33,-12.5,-6.57
10,-8.0,-7.17,-9.25
11,-8.0,-11.33,-7.17
12,-6.57,-8.0,-6.33
13,-7.55,-6.57,-12.5
14,-6.57,-7.55,-7.17
15,-9.25,-6.57,-11.33
16,-7.17,-9.25,-8.0
17,-6.33,-7.17,-6.57
18,-12.5,-6.33,-7.55
19,-7.17,-12.5,-6.57
20,-11.33,-7.17,-9.25
21,-8.0,-11.33,-7.17
22,-6.57,-8.0,-6.33
23,-7.55,-6.57,-12.5
24,-6.57,-7.55,-7.17
25,-9.25,-6.57,-11.33
26,-7.17,-9.25,-8.0
27,-6.33,-7.17,-6.57
28,-12.5,-6.33,-7.55
29,-7.17,-12.5,-6.57
30,-11.33,-7.17,-9.25
31,-8.0,-11.33,-7.17
32,-6.57,-8.0,-6.33
33,-7.55,-6.57,-12.5
34,-6.57,-7.55,-7.17
35,-9.25,-6.57,-11.33
36,-7.17,-9.25,-8.0
37,-6.33,-7.17,-6.57
38,-12.5,-6.33,-7.55
39,-7.17,-12.5,-6.57
40,-11.33,-7.17,-9.25
41,-8.0,-11.33,-7.17
42,-6.57,-8.0,-6.33
43,-7.55,-6.57,-12.5
44,-6.57,-7.55,-7.17
45,-9.25,-6.57,-11.33
46,-7.17,-9.25,-11.33
47,-7.17,-7.17,-8.0
48,-6.33,-6.33,-6.57
49,-12.5,-12.5,-7.55
50,-7.17,-7.17,-6.57
51,-11.33,-11.33,-9.25
52,-8.0,-8.0,-7.17
53,-6.57,-6.57,-6.33
54,-7.55,-7.55,-12.5
55,-6.57,-6.57,-7.17
56,-9.25,-9.25,-11.33
57,-7.17,-7.17,-8.0
58,-6.33,-6.33,-6.57
59,-12.5,-12.5,-7.55
60,-7.17,-7.17,-6.57
61,-11.33,-11.33,-9.25
62,-8.0,-8.0,-7.17
63,-8.0,-6.57,-6.33
64,-6.57,-7.55,-12.5
65,-7.55,-6.57,-7.17
66,-6.57,-9.25,-11.33
67,-9.25,-7.17,-8.0
68,-7.17,-6.33,-6.57
69,-6.33,-6.33,-7.55
70,-6.33,-12.5,-6.57
71,-12.5,-7.17,-9.25
72,-7.17,-11.33,-7.17
73,-11.33,-8.0,-6.33
74,-8.0,-6.57,-12.5
75,-6.57,-7.55,-7.17
76,-7.55,-6.57,-11.33
77,-6.57,-9.25,-11.33
78,-9.25,-7.17,-8.0
79,-7.17,-6.33,-6.57
80,-6.33,-12.5,-7.55
81,-6.33,-7.17,-6.57
82,-12.5,-11.33,-9.25
83,-7.17,-8.0,-7.17
84,-11.33,-6.57,-6.33
85,-11.33,-7.55,-12.5
86,-8.0,-6.57,-7.17
87,-6.57,-9.25,-11.33
88,-7.55,-7.17,-11.33
89,-6.57,-6.33,-8.0
90,-9.25,-12.5,-6.57
91,-7.17,-7.17,-7.55
92,-6.33,-11.33,-6.57
93,-12.5,-8.0,-6.57
94,-7.17,-6.57,-9.25
95,-11.33,-7.55,-7.17
96,-8.0,-6.57,-6.33
97,-6.57,-9.25,-12.5
98,-7.55,-7.17,-7.17
99,-6.57,-6.33,-11.33
100,-9.25,-12.5,-8.0
