iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness
1,-5.86,-6.33,-7.38
2,-4.86,-6.33,-5.86
3,-5.86,-8.0,-5.86
4,-5.86,-5.86,-5.86
5,-5.86,-6.64,-5.86
6,-5.86,-6.64,-5.86
7,-5.86,-5.86,-5.86
8,-5.86,-5.86,-5.86
9,-5.86,-5.86,-5.86
10,-5.86,-5.86,-5.86
11,-5.86,-5.86,-5.86
12,-5.86,-5.86,-5.86
13,-5.86,-5.86,-5.86
14,-5.86,-5.86,-5.86
15,-5.86,-5.86,-5.86
16,-5.86,-5.86,-5.86
17,-5.86,-5.86,-5.86
18,-5.86,-5.86,-5.86
19,-5.86,-5.86,-5.86
20,-5.86,-5.86,-5.86
21,-5.86,-5.86,-5.86
22,-5.86,-5.86,-5.86
23,-5.86,-5.86,-5.86
24,-5.86,-5.86,-5.86
25,-5.86,-5.86,-5.86
26,-5.86,-5.86,-5.86
27,-5.86,-5.86,-5.86
28,-5.86,-5.86,-5.86
29,-5.86,-5.86,-5.86
30,-5.86,-5.86,-5.86
31,-5.86,-5.86,-5.86
32,-5.86,-5.86,-5.86
33,-5.86,-5.86,-5.86
34,-5.86,-5.86,-5.86
35,-5.86,-5.86,-5.86
36,-5.86,-5.86,-5.86
37,-5.86,-5.86,-5.86
38,-5.86,-5.86,-5.86
39,-5.86,-5.86,-5.86
40,-5.86,-5.86,-5.86
41,-5.86,-5.86,-5.86
42,-5.86,-5.86,-5.86
43,-5.86,-5.86,-5.86
44,-5.86,-5.86,-5.86
45,-5.86,-5.86,-5.86
46,-5.86,-5.86,-5.86
47,-5.86,-5.86,-5.86
48,-5.86,-5.86,-5.86
49,-5.86,-5.86,-5.86
50,-5.86,-5.86,-5.86
51,-5.86,-5.86,-5.86
52,-5.86,-5.86,-5.86
53,-5.86,-5.86,-5.86
54,-5.86,-5.86,-5.86
55,-5.86,-5.86,-5.86
56,-5.86,-5.86,-5.86
57,-5.86,-5.86,-5.86
58,-5.86,-5.86,-5.86
59,-5.86,-5.86,-5.86
60,-5.86,-5.86,-5.86
61,-5.86,-5.86,-5.86
62,-5.86,-5.86,-5.86
63,-5.86,-5.86,-5.86
64,-5.86,-5.86,-5.86
65,-5.86,-5.86,-5.86
66,-5.86,-5.86,-5.86
67,-5.86,-5.86,-5.86
68,-5.86,-5.86,-5.86
69,-5.86,-5.86,-5.86
70,-5.86,-5.86,-5.86
71,-5.86,-5.86,-5.86
72,-5.86,-5.86,-5.86
73,-5.86,-5.86,-5.86
74,-5.86,-5.86,-5.86
75,-5.86,-5.86,-5.86
76,-5.86,-5.86,-5.86
77,-5.86,-5.86,-5.86
78,-5.86,-5.86,-5.86
79,-5.86,-5.86,-5.86
80,-5.86,-5.86,-5.86
81,-5.86,-5.86,-5.86
82,-5.86,-5.86,-5.86
83,-5.86,-5.86,-5.86
84,-5.86,-5.86,-5.86
85,-5.86,-5.86,-5.86
86,-5.86,-5.86,-5.86
87,-5.86,-5.86,-5.86
88,-5.86,-5.86,-5.86
89,-5.86,-5.86,-5.86
90,-5.86,-5.86,-5.86
91,-5.86,-5.86,-5.86
92,-5.86,-5.86,-5.86
93,-5.86,-5.86,-5.86
94,-5.86,-5.86,-5.86
95,-5.86,-5.86,-5.86
96,-5.86,-5.86,-5.86
97,-5.86,-5.86,-5.86
98,-5.86,-5.86,-5.86
99,-5.86,-5.86,-5.86
100,-5.86,-5.86,-5.86
