iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness
1,-46.21,-46.21,-43.33
2,-58.0,-70.22,-43.33
3,-63.5,-49.54,-43.33
4,-89.43,-103.83,-43.33
5,-53.42,-58.0,-43.33
6,-43.33,-49.54,-43.33
7,-103.83,-53.42,-43.33
8,-63.5,-124.0,-43.33
9,-49.54,-58.0,-43.33
10,-43.33,-63.5,-43.33
11,-58.0,-49.54,-43.33
12,-58.0,-103.83,-43.33
13,-124.0,-124.0,-43.33
14,-46.21,-89.43,-43.33
15,-53.42,-78.62,-43.33
16,-63.5,-58.0,-43.33
17,-124.0,-43.33,-43.33
18,-53.42,-46.21,-43.33
19,-46.21,-53.42,-43.33
20,-46.21,-103.83,-43.33
21,-78.62,-53.42,-43.33
22,-46.21,-46.21,-43.33
23,-103.83,-78.62,-43.33
24,-43.33,-46.21,-43.33
25,-43.33,-43.33,-43.33
26,-43.33,-43.33,-43.33
27,-43.33,-43.33,-43.33
28,-89.43,-89.43,-43.33
29,-89.43,-89.43,-43.33
30,-58.0,-89.43,-43.33
31,-43.33,-89.43,-43.33
32,-89.43,-46.21,-43.33
33,-89.43,-46.21,-43.33
34,-43.33,-43.33,-43.33
35,-89.43,-89.43,-43.33
36,-89.43,-89.43,-43.33
37,-89.43,-46.21,-43.33
38,-58.0,-46.21,-43.33
39,-46.21,-58.0,-43.33
40,-89.43,-43.33,-43.33
41,-58.0,-43.33,-43.33
42,-46.21,-43.33,-43.33
43,-43.33,-89.43,-43.33
44,-89.43,-43.33,-43.33
45,-43.33,-43.33,-43.33
46,-89.43,-89.43,-43.33
47,-43.33,-46.21,-43.33
48,-58.0,-89.43,-43.33
49,-46.21,-46.21,-43.33
50,-89.43,-89.43,-43.33
51,-89.43,-43.33,-43.33
52,-58.0,-43.33,-43.33
53,-46.21,-43.33,-43.33
54,-43.33,-43.33,-43.33
55,-43.33,-43.33,-43.33
56,-89.43,-43.33,-43.33
57,-58.0,-43.33,-43.33
58,-89.43,-43.33,-43.33
59,-46.21,-43.33,-43.33
60,-89.43,-43.33,-43.33
61,-89.43,-43.33,-43.33
62,-89.43,-43.33,-43.33
63,-43.33,-89.43,-43.33
64,-89.43,-46.21,-43.33
65,-89.43,-43.33,-43.33
66,-89.43,-89.43,-43.33
67,-89.43,-43.33,-43.33
68,-89.43,-43.33,-43.33
69,-58.0,-43.33,-43.33
70,-43.33,-43.33,-43.33
71,-89.43,-89.43,-43.33
72,-43.33,-43.33,-43.33
73,-58.0,-43.33,-43.33
74,-43.33,-43.33,-43.33
75,-43.33,-43.33,-43.33
76,-89.43,-43.33,-43.33
77,-46.21,-43.33,-43.33
78,-58.0,-43.33,-43.33
79,-89.43,-43.33,-43.33
80,-89.43,-43.33,-43.33
81,-46.21,-89.43,-43.33
82,-89.43,-89.43,-43.33
83,-89.43,-43.33,-43.33
84,-58.0,-43.33,-43.33
85,-58.0,-43.33,-43.33
86,-46.21,-43.33,-43.33
87,-43.33,-43.33,-43.33
88,-89.43,-43.33,-43.33
89,-58.0,-43.33,-43.33
90,-46.21,-89.43,-43.33
91,-89.43,-89.43,-43.33
92,-89.43,-46.21,-43.33
93,-89.43,-89.43,-43.33
94,-46.21,-89.43,-43.33
95,-43.33,-46.21,-43.33
96,-58.0,-89.43,-43.33
97,-58.0,-43.33,-43.33
98,-46.21,-43.33,-43.33
99,-43.33,-43.33,-43.33
100,-43.33,-43.33,-43.33
101,-89.43,-43.33,-43.33
102,-43.33,-43.33,-43.33
103,-43.33,-43.33,-43.33
104,-89.43,-43.33,-43.33
105,-46.21,-43.33,-43.33
106,-43.33,-43.33,-43.33
107,-43.33,-43.33,-43.33
108,-43.33,-43.33,-43.33
109,-58.0,-43.33,-43.33
110,-89.43,-43.33,-43.33
111,-43.33,-43.33,-43.33
112,-89.43,-43.33,-43.33
113,-43.33,-43.33,-43.33
114,-43.33,-43.33,-43.33
115,-89.43,-43.33,-43.33
116,-89.43,-43.33,-43.33
117,-89.43,-43.33,-43.33
118,-58.0,-43.33,-43.33
119,-89.43,-43.33,-43.33
120,-89.43,-43.33,-43.33
121,-89.43,-43.33,-43.33
122,-43.33,-43.33,-43.33
123,-58.0,-43.33,-43.33
124,-43.33,-43.33,-43.33
125,-58.0,-89.43,-43.33
126,-43.33,-89.43,-43.33
127,-89.43,-43.33,-43.33
128,-89.43,-43.33,-43.33
129,-58.0,-89.43,-43.33
130,-58.0,-89.43,-43.33
131,-43.33,-43.33,-43.33
132,-43.33,-43.33,-43.33
133,-43.33,-43.33,-43.33
134,-43.33,-43.33,-43.33
135,-58.0,-43.33,-43.33
136,-43.33,-89.43,-43.33
137,-58.0,-89.43,-43.33
138,-43.33,-46.21,-43.33
139,-43.33,-43.33,-43.33
140,-43.33,-43.33,-43.33
141,-89.43,-43.33,-43.33
142,-89.43,-43.33,-43.33
143,-43.33,-43.33,-43.33
144,-43.33,-43.33,-43.33
145,-43.33,-43.33,-43.33
146,-58.0,-43.33,-43.33
147,-46.21,-89.43,-43.33
148,-89.43,-43.33,-43.33
149,-43.33,-43.33,-43.33
150,-89.43,-43.33,-43.33
