iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3
1,40.86,40.86,78.71
2,40.86,78.71,38.33
3,51.18,40.86,40.86
4,109.0,61.89,38.33
5,78.71,51.18,38.33
6,47.17,91.33,38.33
7,78.71,56.0,38.33
8,38.33,56.0,38.33
9,47.17,40.86,38.33
10,47.17,51.18,38.33
11,40.86,78.71,38.33
12,40.86,109.0,38.33
13,40.86,38.33,38.33
14,51.18,78.71,38.33
15,47.17,40.86,38.33
16,61.89,61.89,38.33
17,69.25,47.17,38.33
18,91.33,109.0,38.33
19,40.86,47.17,38.33
20,51.18,61.89,38.33
21,51.18,56.0,38.33
22,91.33,69.25,38.33
23,109.0,38.33,38.33
24,43.77,43.77,38.33
25,69.25,38.33,38.33
26,91.33,40.86,38.33
27,78.71,38.33,38.33
28,91.33,38.33,38.33
29,109.0,38.33,38.33
30,78.71,38.33,38.33
31,43.77,40.86,38.33
32,40.86,38.33,38.33
33,38.33,38.33,38.33
34,40.86,40.86,38.33
35,38.33,38.33,38.33
36,38.33,43.77,38.33
37,38.33,40.86,38.33
38,43.77,38.33,38.33
39,38.33,38.33,38.33
40,40.86,40.86,38.33
41,43.77,38.33,38.33
42,38.33,38.33,38.33
43,38.33,38.33,38.33
44,38.33,40.86,38.33
45,43.77,38.33,38.33
46,40.86,40.86,38.33
47,40.86,43.77,38.33
48,38.33,38.33,38.33
49,40.86,43.77,38.33
50,40.86,40.86,38.33
51,40.86,40.86,38.33
52,38.33,38.33,38.33
53,78.71,38.33,38.33
54,51.18,40.86,38.33
55,69.25,38.33,38.33
56,38.33,38.33,38.33
57,38.33,38.33,38.33
58,69.25,40.86,38.33
59,43.77,40.86,38.33
60,38.33,40.86,38.33
61,40.86,43.77,38.33
62,38.33,40.86,38.33
63,40.86,38.33,38.33
64,38.33,38.33,38.33
65,40.86,40.86,38.33
66,38.33,38.33,38.33
67,38.33,43.77,38.33
68,78.71,38.33,38.33
69,78.71,38.33,38.33
70,78.71,38.33,38.33
71,38.33,40.86,38.33
72,43.77,40.86,38.33
73,38.33,40.86,38.33
74,38.33,40.86,38.33
75,40.86,40.86,38.33
76,38.33,40.86,38.33
77,38.33,38.33,38.33
78,38.33,38.33,38.33
79,38.33,38.33,38.33
80,40.86,40.86,38.33
81,40.86,40.86,38.33
82,40.86,40.86,38.33
83,40.86,38.33,38.33
84,43.77,38.33,38.33
85,40.86,38.33,38.33
86,40.86,38.33,38.33
87,40.86,38.33,38.33
88,38.33,38.33,38.33
89,40.86,38.33,38.33
90,38.33,40.86,38.33
91,40.86,43.77,38.33
92,38.33,40.86,38.33
93,38.33,38.33,38.33
94,38.33,69.25,38.33
95,40.86,38.33,38.33
96,38.33,38.33,38.33
97,43.77,38.33,38.33
98,38.33,40.86,38.33
99,38.33,40.86,38.33
100,40.86,38.33,38.33
101,40.86,38.33,38.33
102,38.33,38.33,38.33
103,38.33,38.33,38.33
104,38.33,38.33,38.33
105,43.77,38.33,38.33
106,40.86,38.33,38.33
107,38.33,38.33,38.33
108,38.33,38.33,38.33
109,38.33,40.86,38.33
110,38.33,40.86,38.33
111,40.86,38.33,38.33
112,40.86,40.86,38.33
113,40.86,38.33,38.33
114,43.77,38.33,38.33
115,38.33,38.33,38.33
116,38.33,38.33,38.33
117,40.86,38.33,38.33
118,40.86,40.86,38.33
119,40.86,40.86,38.33
120,40.86,38.33,38.33
121,38.33,38.33,38.33
122,40.86,40.86,38.33
123,78.71,38.33,38.33
124,78.71,38.33,38.33
125,40.86,38.33,38.33
126,38.33,40.86,38.33
127,38.33,40.86,38.33
128,43.77,43.77,38.33
129,40.86,43.77,38.33
130,38.33,38.33,38.33
131,43.77,38.33,38.33
132,40.86,40.86,38.33
133,38.33,40.86,38.33
134,38.33,38.33,38.33
135,38.33,38.33,38.33
136,69.25,38.33,38.33
137,78.71,40.86,38.33
138,38.33,38.33,38.33
139,38.33,40.86,38.33
140,38.33,38.33,38.33
141,38.33,38.33,38.33
142,38.33,38.33,38.33
143,40.86,38.33,38.33
144,40.86,40.86,38.33
145,38.33,40.86,38.33
146,69.25,38.33,38.33
147,38.33,38.33,38.33
148,38.33,40.86,38.33
149,38.33,40.86,38.33
150,40.86,38.33,38.33
