iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3
1,33.71,42.09,33.71
2,33.71,74.67,31.67
3,74.67,38.83,42.09
4,31.67,74.67,36.08
5,46.0,56.75,31.67
6,89.0,31.67,31.67
7,38.83,33.71,31.67
8,38.83,33.71,31.67
9,74.67,36.08,31.67
10,36.08,42.09,31.67
11,31.67,89.0,31.67
12,31.67,74.67,31.67
13,31.67,64.43,31.67
14,31.67,64.43,31.67
15,31.67,33.71,31.67
16,31.67,74.67,31.67
17,31.67,33.71,31.67
18,31.67,46.0,31.67
19,31.67,46.0,31.67
20,31.67,74.67,31.67
21,31.67,33.71,31.67
22,31.67,33.71,31.67
23,31.67,89.0,31.67
24,31.67,33.71,31.67
25,31.67,38.83,31.67
26,31.67,36.08,31.67
27,31.67,33.71,31.67
28,31.67,33.71,31.67
29,31.67,33.71,31.67
30,31.67,33.71,31.67
31,31.67,38.83,31.67
32,31.67,33.71,31.67
33,31.67,36.08,31.67
34,31.67,36.08,31.67
35,31.67,36.08,31.67
36,31.67,31.67,31.67
37,31.67,31.67,31.67
38,31.67,36.08,31.67
39,31.67,36.08,31.67
40,31.67,36.08,31.67
41,31.67,42.09,31.67
42,31.67,36.08,31.67
43,31.67,31.67,31.67
44,31.67,36.08,31.67
45,31.67,31.67,31.67
46,31.67,36.08,31.67
47,31.67,31.67,31.67
48,31.67,31.67,31.67
49,31.67,36.08,31.67
50,31.67,31.67,31.67
51,31.67,31.67,31.67
52,31.67,31.67,31.67
53,31.67,36.08,31.67
54,31.67,36.08,31.67
55,31.67,36.08,31.67
56,31.67,42.09,31.67
57,31.67,31.67,31.67
58,31.67,31.67,31.67
59,31.67,36.08,31.67
60,31.67,36.08,31.67
61,31.67,31.67,31.67
62,31.67,36.08,31.67
63,31.67,36.08,31.67
64,31.67,36.08,31.67
65,31.67,42.09,31.67
66,31.67,31.67,31.67
67,31.67,31.67,31.67
68,31.67,36.08,31.67
69,31.67,36.08,31.67
70,31.67,31.67,31.67
71,31.67,36.08,31.67
72,31.67,31.67,31.67
73,31.67,36.08,31.67
74,31.67,31.67,31.67
75,31.67,36.08,31.67
76,31.67,31.67,31.67
77,31.67,36.08,31.67
78,31.67,31.67,31.67
79,31.67,36.08,31.67
80,31.67,42.09,31.67
81,31.67,36.08,31.67
82,31.67,36.08,31.67
83,31.67,36.08,31.67
84,31.67,36.08,31.67
85,31.67,36.08,31.67
86,31.67,31.67,31.67
87,31.67,31.67,31.67
88,31.67,31.67,31.67
89,31.67,36.08,31.67
90,31.67,36.08,31.67
91,31.67,31.67,31.67
92,31.67,36.08,31.67
93,31.67,31.67,31.67
94,31.67,36.08,31.67
95,31.67,31.67,31.67
96,31.67,31.67,31.67
97,31.67,36.08,31.67
98,31.67,42.09,31.67
99,31.67,36.08,31.67
100,31.67,36.08,31.67
101,31.67,31.67,31.67
102,31.67,36.08,31.67
103,31.67,36.08,31.67
104,31.67,31.67,31.67
105,31.67,36.08,31.67
106,31.67,42.09,31.67
107,31.67,31.67,31.67
108,31.67,31.67,31.67
109,31.67,31.67,31.67
110,31.67,36.08,31.67
111,31.67,36.08,31.67
112,31.67,36.08,31.67
113,31.67,31.67,31.67
114,31.67,31.67,31.67
115,31.67,31.67,31.67
116,31.67,36.08,31.67
117,31.67,31.67,31.67
118,31.67,31.67,31.67
119,31.67,36.08,31.67
120,31.67,31.67,31.67
121,31.67,36.08,31.67
122,31.67,33.71,31.67
123,31.67,33.71,31.67
124,31.67,74.67,31.67
125,31.67,74.67,31.67
126,31.67,31.67,31.67
127,31.67,36.08,31.67
128,31.67,36.08,31.67
129,31.67,36.08,31.67
130,31.67,42.09,31.67
131,31.67,31.67,31.67
132,31.67,36.08,31.67
133,31.67,36.08,31.67
134,31.67,36.08,31.67
135,31.67,42.09,31.67
136,31.67,36.08,31.67
137,31.67,42.09,31.67
138,31.67,31.67,31.67
139,31.67,36.08,31.67
140,31.67,36.08,31.67
141,31.67,42.09,31.67
142,31.67,36.08,31.67
143,31.67,36.08,31.67
144,31.67,36.08,31.67
145,31.67,36.08,31.67
146,31.67,36.08,31.67
147,31.67,36.08,31.67
148,31.67,36.08,31.67
149,31.67,36.08,31.67
150,31.67,36.08,31.67
