iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3
1,8.71,19.0,8.33
2,10.27,9.67,8.33
3,7.86,19.0,9.67
4,8.21,9.77,10.27
5,8.71,14.43,13.0
6,8.71,11.0,9.67
7,8.71,7.83,16.33
8,12.5,7.83,7.86
9,9.17,7.48,8.71
10,7.48,7.48,14.43
11,19.0,7.48,9.15
12,9.67,7.83,8.71
13,16.33,7.83,9.67
14,11.0,7.83,19.0
15,10.27,7.83,10.27
16,8.71,7.48,14.43
17,10.27,7.48,10.14
18,11.89,7.48,7.48
19,9.67,7.48,7.83
20,7.48,7.48,7.83
21,8.33,7.48,7.83
22,14.43,7.48,7.83
23,13.0,7.48,7.83
24,8.71,7.48,7.83
25,19.0,7.48,7.83
26,19.0,7.48,7.83
27,14.43,7.48,7.83
28,11.89,7.48,7.83
29,11.0,7.48,7.48
30,11.0,7.48,7.83
31,11.0,7.48,7.83
32,9.67,7.48,7.48
33,9.67,7.48,7.83
34,8.33,7.48,7.83
35,8.33,7.48,7.48
36,8.33,7.48,7.48
37,8.33,7.48,7.83
38,8.33,7.48,7.48
39,8.33,7.48,7.48
40,8.33,7.48,7.83
41,8.33,7.48,7.83
42,8.33,7.48,7.48
43,8.33,7.48,7.48
44,8.33,7.48,7.83
45,8.33,7.48,7.48
46,8.33,7.48,7.48
47,8.33,7.48,7.83
48,8.33,7.48,7.83
49,8.33,7.48,7.48
50,8.33,7.48,7.48
51,8.33,7.48,7.83
52,8.33,7.48,7.48
53,8.33,7.48,7.48
54,8.33,7.48,7.83
55,8.33,7.48,7.83
56,8.33,7.48,7.48
57,8.33,7.48,7.48
58,8.33,7.48,7.83
59,8.33,7.48,7.48
60,8.33,7.48,7.48
61,8.33,7.48,7.83
62,8.33,7.48,7.83
63,8.33,7.48,7.48
64,8.33,7.48,7.48
65,8.33,7.48,7.83
66,8.33,7.48,7.48
67,8.33,7.48,7.48
68,8.33,7.48,7.83
69,8.33,7.48,7.83
70,8.33,7.48,7.48
71,8.33,7.48,7.48
72,8.33,7.48,7.83
73,8.33,7.48,7.48
74,8.33,7.48,7.48
75,8.33,7.48,7.83
76,8.33,7.48,7.83
77,8.33,7.48,7.48
78,8.33,7.48,7.48
79,8.33,7.48,7.83
80,8.33,7.48,7.48
81,8.33,7.48,7.48
82,8.33,7.48,7.83
83,8.33,7.48,7.83
84,8.33,7.48,7.48
85,8.33,7.48,7.48
86,8.33,7.48,7.83
87,8.33,7.48,7.48
88,8.33,7.48,7.48
89,8.33,7.48,7.83
90,8.33,7.48,7.83
91,8.33,7.48,7.48
92,8.33,7.48,7.48
93,8.33,7.48,7.83
94,8.33,7.48,7.48
95,8.33,7.48,7.48
96,8.33,7.48,7.83
97,8.33,7.48,7.83
98,8.33,7.48,7.48
99,8.33,7.48,7.48
100,8.33,7.48,7.83
101,8.33,7.48,7.48
102,8.33,7.48,7.48
103,8.33,7.48,7.83
104,8.33,7.48,7.83
105,8.33,7.48,7.48
106,8.33,7.48,7.48
107,8.33,7.48,7.83
108,8.33,7.48,7.48
109,8.33,7.48,7.48
110,8.33,7.48,7.83
111,8.33,7.48,7.83
112,8.33,7.48,7.48
113,8.33,7.48,7.48
114,8.33,7.48,7.83
115,8.33,7.48,7.48
116,8.33,7.48,7.48
117,8.33,7.48,7.83
118,8.33,7.48,7.83
119,8.33,7.48,7.48
120,8.33,7.48,7.48
121,8.33,7.48,7.83
122,8.33,7.48,7.48
123,8.33,7.48,7.48
124,8.33,7.48,7.83
125,8.33,7.48,7.83
126,8.33,7.48,7.48
127,8.33,7.48,7.48
128,8.33,7.48,7.83
129,8.33,7.48,7.48
130,8.33,7.48,7.48
131,8.33,7.48,7.83
132,8.33,7.48,7.83
133,8.33,7.48,7.48
134,8.33,7.48,7.48
135,8.33,7.48,7.83
136,8.33,7.48,7.48
137,8.33,7.48,7.48
138,8.33,7.48,7.83
139,8.33,7.48,7.83
140,8.33,7.48,7.48
141,8.33,7.48,7.48
142,8.33,7.48,7.83
143,8.33,7.48,7.48
144,8.33,7.48,7.48
145,8.33,7.48,7.83
146,8.33,7.48,7.83
147,8.33,7.48,7.48
148,8.33,7.48,7.48
149,8.33,7.48,7.83
150,8.33,7.48,7.48
