iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3
1,15.0,33.0,33.0
2,15.86,39.0,38.5
3,15.86,28.71,28.21
4,15.86,33.0,33.0
5,15.86,15.0,15.0
6,15.86,25.5,25.5
7,15.86,15.86,15.86
8,15.86,16.85,16.85
9,15.86,39.0,39.0
10,15.86,21.0,20.5
11,15.86,18.0,18.0
12,15.86,23.0,23.0
13,15.86,39.0,39.0
14,15.86,28.71,28.71
15,15.86,28.71,18.0
16,15.86,18.0,15.86
17,15.86,15.86,33.0
18,15.86,33.0,15.0
19,15.86,15.0,15.86
20,15.86,25.5,33.0
21,15.86,15.86,28.71
22,15.86,15.86,28.71
23,15.86,15.86,16.85
24,15.86,15.86,19.36
25,15.86,15.86,15.86
26,15.86,15.86,15.86
27,15.86,15.86,21.0
28,15.86,15.86,16.85
29,15.86,15.86,15.86
30,15.86,15.86,33.0
31,15.86,15.86,33.0
32,15.86,15.86,16.85
33,15.86,15.86,19.36
34,15.86,15.86,15.86
35,15.86,15.86,15.0
36,15.86,15.86,18.0
37,15.86,15.86,39.0
38,15.86,15.86,21.0
39,15.86,15.86,18.0
40,15.86,15.86,28.71
41,15.86,15.86,19.36
42,15.86,15.86,33.0
43,15.86,15.86,28.71
44,15.86,15.86,18.0
45,15.86,15.86,28.71
46,15.86,15.86,18.0
47,15.86,15.86,21.0
48,15.86,15.86,39.0
49,15.86,15.86,25.5
50,15.86,15.86,15.0
51,15.86,15.86,19.36
52,15.86,15.86,21.0
53,15.86,15.86,33.0
54,15.86,15.86,33.0
55,15.86,15.86,15.0
56,15.86,15.86,15.86
57,15.86,15.86,15.86
58,15.86,15.86,33.0
59,15.86,15.86,28.71
60,15.86,15.86,28.71
61,15.86,15.86,16.85
62,15.86,15.86,19.36
63,15.86,15.86,15.86
64,15.86,15.86,15.86
65,15.86,15.86,21.0
66,15.86,15.86,16.85
67,15.86,15.86,15.86
68,15.86,15.86,33.0
69,15.86,15.86,33.0
70,15.86,15.86,16.85
71,15.86,15.86,19.36
72,15.86,15.86,15.86
73,15.86,15.86,15.0
74,15.86,15.86,18.0
75,15.86,15.86,39.0
76,15.86,15.86,21.0
77,15.86,15.86,18.0
78,15.86,15.86,28.71
79,15.86,15.86,19.36
80,15.86,15.86,33.0
81,15.86,15.86,28.71
82,15.86,15.86,18.0
83,15.86,15.86,28.71
84,15.86,15.86,18.0
85,15.86,15.86,21.0
86,15.86,15.86,39.0
87,15.86,15.86,15.86
88,15.86,15.86,25.5
89,15.86,15.86,15.0
90,15.86,15.86,19.36
91,15.86,15.86,21.0
92,15.86,15.86,39.0
93,15.86,15.86,25.5
94,15.86,15.86,15.86
95,15.86,15.86,33.0
96,15.86,15.86,28.71
97,15.86,15.86,28.71
98,15.86,15.86,16.85
99,15.86,15.86,19.36
100,15.86,15.86,15.86
101,15.86,15.86,15.86
102,15.86,15.86,21.0
103,15.86,15.86,16.85
104,15.86,15.86,15.86
105,15.86,15.86,33.0
106,15.86,15.86,33.0
107,15.86,15.86,16.85
108,15.86,15.86,15.86
109,15.86,15.86,18.0
110,15.86,15.86,16.85
111,15.86,15.86,19.36
112,15.86,15.86,33.0
113,15.86,15.86,39.0
114,15.86,15.86,28.71
115,15.86,15.86,33.0
116,15.86,15.86,15.0
117,15.86,15.86,25.5
118,15.86,15.86,15.86
119,15.86,15.86,16.85
120,15.86,15.86,39.0
121,15.86,15.86,21.0
122,15.86,15.86,18.0
123,15.86,15.86,23.0
124,15.86,15.86,39.0
125,15.86,15.86,28.71
126,15.86,15.86,15.0
127,15.86,15.86,19.36
128,15.86,15.86,21.0
129,15.86,15.86,39.0
130,15.86,15.86,25.5
131,15.86,15.86,15.86
132,15.86,15.86,15.86
133,15.86,15.86,15.86
134,15.86,15.86,15.86
135,15.86,15.86,15.86
136,15.86,15.86,15.86
137,15.86,15.86,15.86
138,15.86,15.86,15.86
139,15.86,15.86,15.86
140,15.86,15.86,15.86
141,15.86,15.86,15.86
142,15.86,15.86,15.86
143,15.86,15.86,15.86
144,15.86,15.86,15.86
145,15.86,15.86,15.86
146,15.86,15.86,15.86
147,15.86,15.86,15.86
148,15.86,15.86,15.86
149,15.86,15.86,15.86
150,15.86,15.86,15.86
