iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness
1,-10.5,-20.5,-12.55
2,-10.0,-18.0,-13.5
3,-9.64,-11.75,-11.75
4,-10.5,-16.12,-13.5
5,-10.0,-20.5,-14.17
6,-10.5,-10.5,-23.14
7,-10.0,-11.08,-10.5
8,-10.5,-11.75,-18.0
9,-10.5,-12.55,-10.0
10,-10.0,-13.5,-14.17
11,-10.5,-11.75,-10.5
12,-10.0,-13.5,-13.5
13,-10.5,-14.67,-11.75
14,-10.5,-18.0,-10.0
15,-10.5,-24.0,-16.12
16,-10.5,-16.12,-12.55
17,-10.5,-10.0,-10.0
18,-10.5,-11.75,-10.5
19,-10.5,-12.55,-20.5
20,-10.5,-12.55,-24.0
21,-10.5,-20.5,-12.55
22,-10.5,-24.0,-18.0
23,-10.5,-11.75,-11.75
24,-10.5,-10.5,-11.08
25,-10.5,-10.5,-10.0
26,-10.5,-10.5,-12.55
27,-10.5,-10.5,-11.75
28,-10.5,-10.5,-10.5
29,-10.5,-10.5,-18.0
30,-10.5,-10.5,-10.5
31,-10.5,-10.5,-24.0
32,-10.5,-10.5,-18.0
33,-10.5,-10.5,-10.0
34,-10.5,-10.5,-11.75
35,-10.5,-10.5,-13.5
36,-10.5,-10.5,-18.0
37,-10.5,-10.5,-24.0
38,-10.5,-10.5,-16.12
39,-10.5,-10.5,-10.0
40,-10.5,-10.5,-11.75
41,-10.5,-10.5,-12.55
42,-10.5,-10.5,-12.55
43,-10.5,-10.5,-20.5
44,-10.5,-10.5,-20.5
45,-10.5,-10.5,-24.0
46,-10.5,-10.5,-11.75
47,-10.5,-10.5,-10.5
48,-10.5,-10.5,-10.5
49,-10.5,-10.5,-10.5
50,-10.5,-10.5,-10.5
51,-10.5,-10.5,-10.5
52,-10.5,-10.5,-10.5
53,-10.5,-10.5,-10.5
54,-10.5,-10.5,-10.5
55,-10.5,-10.5,-10.5
56,-10.5,-10.5,-10.5
57,-10.5,-10.5,-10.5
58,-10.5,-10.5,-10.5
59,-10.5,-10.5,-10.5
60,-10.5,-10.5,-10.5
61,-10.5,-10.5,-10.5
62,-10.5,-10.5,-10.5
63,-10.5,-10.5,-10.5
64,-10.5,-10.5,-10.5
65,-10.5,-10.5,-10.5
66,-10.5,-10.5,-10.5
67,-10.5,-10.5,-10.5
68,-10.5,-10.5,-10.5
69,-10.5,-10.5,-10.5
70,-10.5,-10.5,-10.5
71,-10.5,-10.5,-10.5
72,-10.5,-10.5,-10.5
73,-10.5,-10.5,-10.5
74,-10.5,-10.5,-10.5
75,-10.5,-10.5,-10.5
76,-10.5,-10.5,-10.5
77,-10.5,-10.5,-10.5
78,-10.5,-10.5,-10.5
79,-10.5,-10.5,-10.5
80,-10.5,-10.5,-10.5
81,-10.5,-10.5,-10.5
82,-10.5,-10.5,-10.5
83,-10.5,-10.5,-10.5
84,-10.5,-10.5,-10.5
85,-10.5,-10.5,-10.5
86,-10.5,-10.5,-10.5
87,-10.5,-10.5,-10.5
88,-10.5,-10.5,-10.5
89,-10.5,-10.5,-10.5
90,-10.5,-10.5,-10.5
91,-10.5,-10.5,-10.5
92,-10.5,-10.5,-10.5
93,-10.5,-10.5,-10.5
94,-10.5,-10.5,-10.5
95,-10.5,-10.5,-10.5
96,-10.5,-10.5,-10.5
97,-10.5,-10.5,-10.5
98,-10.5,-10.5,-10.5
99,-10.5,-10.5,-10.5
100,-10.5,-10.5,-10.5
101,-10.5,-10.5,-10.5
102,-10.5,-10.5,-10.5
103,-10.5,-10.5,-10.5
104,-10.5,-10.5,-10.5
105,-10.5,-10.5,-10.5
106,-10.5,-10.5,-10.5
107,-10.5,-10.5,-10.5
108,-10.5,-10.5,-10.5
109,-10.5,-10.5,-10.5
110,-10.5,-10.5,-10.5
111,-10.5,-10.5,-10.5
112,-10.5,-10.5,-10.5
113,-10.5,-10.5,-10.5
114,-10.5,-10.5,-10.5
115,-10.5,-10.5,-10.5
116,-10.5,-10.5,-10.5
117,-10.5,-10.5,-10.5
118,-10.5,-10.5,-10.5
119,-10.5,-10.5,-10.5
120,-10.5,-10.5,-10.5
121,-10.5,-10.5,-10.5
122,-10.5,-10.5,-10.5
123,-10.5,-10.5,-10.5
124,-10.5,-10.5,-10.5
125,-10.5,-10.5,-10.5
126,-10.5,-10.5,-10.5
127,-10.5,-10.5,-10.5
128,-10.5,-10.5,-10.5
129,-10.5,-10.5,-10.5
130,-10.5,-10.5,-10.5
131,-10.5,-10.5,-10.5
132,-10.5,-10.5,-10.5
133,-10.5,-10.5,-10.5
134,-10.5,-10.5,-10.5
135,-10.5,-10.5,-10.5
136,-10.5,-10.5,-10.5
137,-10.5,-10.5,-10.5
138,-10.5,-10.5,-10.5
139,-10.5,-10.5,-10.5
140,-10.5,-10.5,-10.5
141,-10.5,-10.5,-10.5
142,-10.5,-10.5,-10.5
143,-10.5,-10.5,-10.5
144,-10.5,-10.5,-10.5
145,-10.5,-10.5,-10.5
146,-10.5,-10.5,-10.5
147,-10.5,-10.5,-10.5
148,-10.5,-10.5,-10.5
149,-10.5,-10.5,-10.5
150,-10.5,-10.5,-10.5
