iteration,tpd_particle_1,tpd_particle_2,tpd_particle_3
1,39.07,45.08,48.91
2,39.07,45.08,41.85
3,39.07,104.0,53.5
4,39.07,45.08,53.0
5,39.07,45.08,39.07
6,39.07,75.14,75.14
7,39.07,104.0,41.85
8,39.07,48.91,36.67
9,48.91,104.0,48.91
10,104.0,53.5,36.67
11,75.14,39.07,36.67
12,45.08,53.5,36.67
13,75.14,104.0,36.67
14,36.67,75.14,36.67
15,45.08,36.67,36.67
16,45.08,53.5,36.67
17,39.07,87.17,36.67
18,39.07,66.12,36.67
19,39.07,59.11,36.67
20,48.91,45.08,36.67
21,45.08,48.91,36.67
22,48.91,36.67,36.67
23,45.08,36.67,36.67
24,48.91,36.67,36.67
25,36.67,36.67,36.67
26,36.67,36.67,36.67
27,36.67,36.67,36.67
28,36.67,36.67,36.67
29,36.67,36.67,36.67
30,36.67,36.67,36.67
31,48.91,45.08,36.67
32,45.08,36.67,36.67
33,36.67,36.67,36.67
34,36.67,36.67,36.67
35,36.67,36.67,36.67
36,36.67,36.67,36.67
37,36.67,36.67,36.67
38,48.91,45.08,36.67
39,48.91,36.67,36.67
40,36.67,36.67,36.67
41,36.67,36.67,36.67
42,36.67,36.67,36.67
43,36.67,36.67,36.67
44,48.91,36.67,36.67
45,45.08,36.67,36.67
46,36.67,36.67,36.67
47,36.67,36.67,36.67
48,36.67,36.67,36.67
49,36.67,36.67,36.67
50,36.67,36.67,36.67
51,48.91,36.67,36.67
52,36.67,45.08,36.67
53,36.67,36.67,36.67
54,36.67,36.67,36.67
55,48.91,36.67,36.67
56,36.67,36.67,36.67
57,36.67,36.67,36.67
58,36.67,36.67,36.67
59,36.67,36.67,36.67
60,36.67,36.67,36.67
61,36.67,36.67,36.67
62,36.67,36.67,36.67
63,36.67,36.67,36.67
64,48.91,36.67,36.67
65,48.91,36.67,36.67
66,36.67,45.08,36.67
67,36.67,48.91,36.67
68,36.67,36.67,36.67
69,36.67,45.08,36.67
70,36.67,48.91,36.67
71,48.91,45.08,36.67
72,45.08,36.67,36.67
73,48.91,36.67,36.67
74,36.67,36.67,36.67
75,36.67,36.67,36.67
76,48.91,36.67,36.67
77,45.08,36.67,36.67
78,36.67,45.08,36.67
79,36.67,45.08,36.67
80,36.67,36.67,36.67
81,36.67,36.67,36.67
82,36.67,36.67,36.67
83,36.67,45.08,36.67
84,36.67,36.67,36.67
85,48.91,36.67,36.67
86,48.91,36.67,36.67
87,36.67,36.67,36.67
88,36.67,36.67,36.67
89,36.67,36.67,36.67
90,36.67,36.67,36.67
91,36.67,36.67,36.67
92,48.91,36.67,36.67
93,45.08,36.67,36.67
94,45.08,36.67,36.67
95,36.67,36.67,36.67
96,48.91,36.67,36.67
97,45.08,36.67,36.67
98,48.91,36.67,36.67
99,48.91,36.67,36.67
100,45.08,36.67,36.67
101,48.91,36.67,36.67
102,48.91,36.67,36.67
103,36.67,36.67,36.67
104,36.67,36.67,36.67
105,36.67,36.67,36.67
106,36.67,36.67,36.67
107,36.67,45.08,36.67
108,36.67,45.08,36.67
109,36.67,36.67,36.67
110,36.67,36.67,36.67
111,36.67,36.67,36.67
112,36.67,36.67,36.67
113,48.91,36.67,36.67
114,36.67,36.67,36.67
115,36.67,36.67,36.67
116,36.67,36.67,36.67
117,48.91,36.67,36.67
118,45.08,36.67,36.67
119,48.91,36.67,36.67
120,48.91,36.67,36.67
121,48.91,36.67,36.67
122,45.08,36.67,36.67
123,36.67,36.67,36.67
124,48.91,36.67,36.67
125,36.67,36.67,36.67
126,36.67,36.67,36.67
127,36.67,36.67,36.67
128,36.67,36.67,36.67
129,36.67,36.67,36.67
130,36.67,36.67,36.67
131,36.67,36.67,36.67
132,36.67,36.67,36.67
133,36.67,36.67,36.67
134,36.67,36.67,36.67
135,36.67,36.67,36.67
136,36.67,36.67,36.67
137,36.67,36.67,36.67
138,48.91,36.67,36.67
139,45.08,36.67,36.67
140,36.67,36.67,36.67
141,48.91,36.67,36.67
142,48.91,36.67,36.67
143,36.67,36.67,36.67
144,36.67,36.67,36.67
145,48.91,36.67,36.67
146,45.08,36.67,36.67
147,36.67,36.67,36.67
148,36.67,36.67,36.67
149,36.67,36.67,36.67
150,36.67,36.67,36.67
