iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness,particle_4_fitness,particle_5_fitness,particle_6_fitness,particle_7_fitness,particle_8_fitness,particle_9_fitness,particle_10_fitness
80,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
81,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
82,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
84,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
85,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
86,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
87,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
88,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
89,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
90,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
91,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
92,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
93,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
94,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
95,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
96,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
97,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
98,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
99,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
100,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83,-40.83
