iteration,swarm_best_fitness
1,-44.8
2,-44.8
3,-44.04
4,-44.04
5,-44.04
6,-44.04
7,-44.04
8,-44.04
9,-44.04
10,-44.04
11,-44.04
12,-44.04
13,-44.04
14,-44.04
15,-44.04
16,-43.3
17,-43.3
18,-43.3
19,-43.3
20,-41.95
21,-41.95
22,-41.95
23,-41.95
24,-41.95
25,-41.95
26,-41.95
27,-41.95
28,-41.95
29,-41.95
30,-41.95
31,-41.95
32,-41.95
33,-41.95
34,-41.95
35,-41.95
36,-41.95
37,-41.95
38,-41.95
39,-41.95
40,-41.95
41,-41.95
42,-41.95
43,-41.95
44,-41.95
45,-41.95
46,-41.95
47,-41.95
48,-41.95
49,-41.95
50,-41.95
51,-41.95
52,-41.95
53,-41.95
54,-41.95
55,-41.95
56,-41.95
57,-41.95
58,-41.95
59,-41.95
60,-41.95
61,-41.95
62,-41.95
63,-41.95
64,-41.95
65,-41.95
66,-41.95
67,-41.95
68,-41.95
69,-41.95
70,-41.95
71,-41.95
72,-41.95
73,-41.95
74,-41.95
75,-41.95
76,-41.95
77,-41.95
78,-41.95
79,-41.95
80,-41.95
81,-41.95
82,-41.95
83,-41.95
84,-41.95
85,-41.95
86,-41.95
87,-41.95
88,-41.95
89,-41.95
90,-41.95
91,-41.95
92,-41.95
93,-41.95
94,-41.95
95,-41.95
96,-41.95
97,-41.95
98,-41.95
99,-41.95
100,-41.95
101,-41.95
102,-41.95
103,-41.95
104,-41.95
105,-41.95
106,-41.95
107,-41.95
108,-41.95
109,-41.95
110,-41.95
111,-41.46
112,-41.46
113,-41.46
114,-41.46
115,-41.46
116,-41.46
117,-41.46
118,-41.46
119,-41.46
120,-41.46
121,-41.46
122,-41.46
123,-41.46
124,-41.46
125,-41.46
126,-41.46
127,-41.46
128,-41.46
129,-41.46
130,-41.46
131,-41.46
132,-41.46
133,-41.46
134,-41.46
135,-41.46
136,-41.46
137,-41.46
138,-41.46
139,-41.46
140,-41.46
141,-41.46
142,-41.46
143,-41.46
144,-41.46
145,-41.46
146,-41.46
147,-41.46
148,-41.46
149,-41.46
150,-41.46
151,-41.46
152,-41.46
153,-41.46
154,-41.46
155,-41.46
156,-41.46
157,-41.46
158,-41.46
159,-41.46
160,-41.46
161,-41.46
162,-41.46
163,-41.46
164,-41.46
165,-41.46
166,-41.46
167,-41.46
168,-41.46
169,-41.46
170,-41.46
171,-41.46
172,-41.46
173,-41.46
174,-41.46
175,-41.46
176,-41.46
177,-41.46
178,-41.46
179,-41.46
180,-41.46
181,-41.46
182,-41.46
183,-41.46
184,-41.46
185,-41.46
186,-41.46
187,-41.46
188,-41.46
189,-41.46
190,-41.46
191,-41.46
192,-41.46
193,-41.46
194,-41.46
195,-41.46
196,-41.46
197,-41.46
198,-41.46
199,-41.46
200,-41.46
