iteration,swarm_best_fitness
1,-189.46
2,-174.7
3,-174.7
4,-174.7
5,-174.7
6,-174.7
7,-174.7
8,-170.89
9,-156.1
10,-156.1
11,-156.1
12,-146.1
13,-146.1
14,-146.1
15,-146.1
16,-146.1
17,-146.1
18,-146.1
19,-146.1
20,-146.1
21,-146.1
22,-146.1
23,-146.1
24,-146.1
25,-146.1
26,-146.1
27,-146.1
28,-146.1
29,-146.1
30,-146.1
31,-146.1
32,-146.1
33,-146.1
34,-146.1
35,-146.1
36,-146.1
37,-146.1
38,-146.1
39,-146.1
40,-146.1
41,-146.1
42,-146.1
43,-146.1
44,-146.1
45,-146.1
46,-146.1
47,-146.1
48,-146.1
49,-146.1
50,-146.1
51,-146.1
52,-146.1
53,-146.1
54,-146.1
55,-146.1
56,-146.1
57,-146.1
58,-146.1
59,-146.1
60,-146.1
61,-146.1
62,-146.1
63,-146.1
64,-146.1
65,-146.1
66,-146.1
67,-146.1
68,-146.1
69,-146.1
70,-146.1
71,-146.1
72,-146.1
73,-146.1
74,-146.1
75,-146.1
76,-146.1
77,-146.1
78,-146.1
79,-146.1
80,-146.1
81,-146.1
82,-146.1
83,-146.1
84,-146.1
85,-146.1
86,-146.1
87,-146.1
88,-146.1
89,-146.1
90,-146.1
91,-146.1
92,-146.1
93,-146.1
94,-146.1
95,-146.1
96,-146.1
97,-146.1
98,-146.1
99,-146.1
100,-146.1
101,-146.1
102,-146.1
103,-146.1
104,-146.1
105,-146.1
106,-146.1
107,-146.1
108,-146.1
109,-146.1
110,-146.1
111,-146.1
112,-146.1
113,-146.1
114,-146.1
115,-146.1
116,-146.1
117,-146.1
118,-146.1
119,-146.1
120,-146.1
121,-146.1
122,-146.1
123,-146.1
124,-146.1
125,-146.1
126,-146.1
127,-146.1
128,-146.1
129,-146.1
130,-146.1
131,-146.1
132,-146.1
133,-146.1
134,-146.1
135,-146.1
136,-146.1
137,-146.1
138,-146.1
139,-146.1
140,-146.1
141,-146.1
142,-146.1
143,-146.1
144,-146.1
145,-146.1
146,-146.1
147,-146.1
148,-146.1
149,-146.1
150,-146.1
151,-146.1
152,-146.1
153,-146.1
154,-146.1
155,-146.1
156,-146.1
157,-146.1
158,-146.1
159,-146.1
160,-146.1
161,-146.1
162,-146.1
163,-146.1
164,-146.1
165,-146.1
166,-146.1
167,-146.1
168,-146.1
169,-146.1
170,-146.1
171,-146.1
172,-146.1
173,-146.1
174,-146.1
175,-146.1
176,-146.1
177,-146.1
178,-146.1
179,-146.1
180,-146.1
181,-146.1
182,-146.1
183,-146.1
184,-146.1
185,-146.1
186,-146.1
187,-146.1
188,-146.1
189,-146.1
190,-146.1
191,-146.1
192,-146.1
193,-146.1
194,-146.1
195,-146.1
196,-146.1
197,-146.1
198,-146.1
199,-146.1
200,-146.1
