iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness,particle_4_fitness,particle_5_fitness
41,-41.23,-41.23,-41.23,-41.23,-41.23
42,-41.23,-41.23,-41.23,-41.23,-41.23
43,-41.23,-41.23,-41.23,-41.23,-41.23
44,-41.23,-41.23,-41.23,-41.23,-41.23
45,-41.23,-41.23,-41.23,-41.23,-41.23
46,-41.23,-41.23,-41.23,-41.23,-41.23
47,-41.23,-41.23,-41.23,-41.23,-41.23
48,-41.23,-41.23,-41.23,-41.23,-41.23
49,-41.23,-41.23,-41.23,-41.23,-41.23
50,-41.23,-41.23,-41.23,-41.23,-41.23
51,-41.23,-41.23,-41.23,-41.23,-41.23
52,-41.23,-41.23,-41.23,-41.23,-41.23
53,-41.23,-41.23,-41.23,-41.23,-41.23
54,-41.23,-41.23,-41.23,-41.23,-41.23
55,-41.23,-41.23,-41.23,-41.23,-41.23
56,-41.23,-41.23,-41.23,-41.23,-41.23
57,-41.23,-41.23,-41.23,-41.23,-41.23
58,-41.23,-41.23,-41.23,-41.23,-41.23
59,-41.23,-41.23,-41.23,-41.23,-41.23
60,-41.23,-41.23,-41.23,-41.23,-41.23
61,-41.23,-41.23,-41.23,-41.23,-41.23
62,-41.23,-41.23,-41.23,-41.23,-41.23
63,-41.23,-41.23,-41.23,-41.23,-41.23
64,-41.23,-41.23,-41.23,-41.23,-41.23
65,-41.23,-41.23,-41.23,-41.23,-41.23
66,-41.23,-41.23,-41.23,-41.23,-41.23
67,-41.23,-41.23,-41.23,-41.23,-41.23
68,-41.23,-41.23,-41.23,-41.23,-41.23
69,-41.23,-41.23,-41.23,-41.23,-41.23
70,-41.23,-41.23,-41.23,-41.23,-41.23
71,-41.23,-41.23,-41.23,-41.23,-41.23
72,-41.23,-41.23,-41.23,-41.23,-41.23
73,-41.23,-41.23,-41.23,-41.23,-41.23
74,-41.23,-41.23,-41.23,-41.23,-41.23
75,-41.23,-41.23,-41.23,-41.23,-41.23
76,-41.23,-41.23,-41.23,-41.23,-41.23
77,-41.23,-41.23,-41.23,-41.23,-41.23
78,-41.23,-41.23,-41.23,-41.23,-41.23
79,-41.23,-41.23,-41.23,-41.23,-41.23
80,-41.23,-41.23,-41.23,-41.23,-41.23
81,-41.23,-41.23,-41.23,-41.23,-41.23
82,-41.23,-41.23,-41.23,-41.23,-41.23
83,-41.23,-41.23,-41.23,-41.23,-41.23
84,-41.23,-41.23,-41.23,-41.23,-41.23
85,-41.23,-41.23,-41.23,-41.23,-41.23
86,-41.23,-41.23,-41.23,-41.23,-41.23
87,-41.23,-41.23,-41.23,-41.23,-41.23
88,-41.23,-41.23,-41.23,-41.23,-41.23
89,-41.23,-41.23,-41.23,-41.23,-41.23
90,-41.23,-41.23,-41.23,-41.23,-41.23
91,-41.23,-41.23,-41.23,-41.23,-41.23
92,-41.23,-41.23,-41.23,-41.23,-41.23
93,-41.23,-41.23,-41.23,-41.23,-41.23
94,-41.23,-41.23,-41.23,-41.23,-41.23
95,-41.23,-41.23,-41.23,-41.23,-41.23
96,-41.23,-41.23,-41.23,-41.23,-41.23
97,-41.23,-41.23,-41.23,-41.23,-41.23
98,-41.23,-41.23,-41.23,-41.23,-41.23
99,-41.23,-41.23,-41.23,-41.23,-41.23
100,-41.23,-41.23,-41.23,-41.23,-41.23
101,-41.23,-41.23,-41.23,-41.23,-41.23
102,-41.23,-41.23,-41.23,-41.23,-41.23
103,-41.23,-41.23,-41.23,-41.23,-41.23
104,-41.23,-41.23,-41.23,-41.23,-41.23
105,-41.23,-41.23,-41.23,-41.23,-41.23
106,-41.23,-41.23,-41.23,-41.23,-41.23
107,-41.23,-41.23,-41.23,-41.23,-41.23
108,-41.23,-41.23,-41.23,-41.23,-41.23
109,-41.23,-41.23,-41.23,-41.23,-41.23
110,-41.23,-41.23,-41.23,-41.23,-41.23
111,-41.23,-41.23,-41.23,-41.23,-41.23
112,-41.23,-41.23,-41.23,-41.23,-41.23
113,-41.23,-41.23,-41.23,-41.23,-41.23
114,-41.23,-41.23,-41.23,-41.23,-41.23
115,-41.23,-41.23,-41.23,-41.23,-41.23
116,-41.23,-41.23,-41.23,-41.23,-41.23
117,-41.23,-41.23,-41.23,-41.23,-41.23
118,-41.23,-41.23,-41.23,-41.23,-41.23
119,-41.23,-41.23,-41.23,-41.23,-41.23
120,-41.23,-41.23,-41.23,-41.23,-41.23
121,-41.23,-41.23,-41.23,-41.23,-41.23
122,-41.23,-41.23,-41.23,-41.23,-41.23
123,-41.23,-41.23,-41.23,-41.23,-41.23
124,-41.23,-41.23,-41.23,-41.23,-41.23
125,-41.23,-41.23,-41.23,-41.23,-41.23
126,-41.23,-41.23,-41.23,-41.23,-41.23
127,-41.23,-41.23,-41.23,-41.23,-41.23
128,-41.23,-41.23,-41.23,-41.23,-41.23
129,-41.23,-41.23,-41.23,-41.23,-41.23
130,-41.23,-41.23,-41.23,-41.23,-41.23
131,-41.23,-41.23,-41.23,-41.23,-41.23
132,-41.23,-41.23,-41.23,-41.23,-41.23
133,-41.23,-41.23,-41.23,-41.23,-41.23
134,-41.23,-41.23,-41.23,-41.23,-41.23
135,-41.23,-41.23,-41.23,-41.23,-41.23
136,-41.23,-41.23,-41.23,-41.23,-41.23
137,-41.23,-41.23,-41.23,-41.23,-41.23
138,-41.23,-41.23,-41.23,-41.23,-41.23
139,-41.23,-41.23,-41.23,-41.23,-41.23
140,-41.23,-41.23,-41.23,-41.23,-41.23
141,-41.23,-41.23,-41.23,-41.23,-41.23
142,-41.23,-41.23,-41.23,-41.23,-41.23
143,-41.23,-41.23,-41.23,-41.23,-41.23
144,-41.23,-41.23,-41.23,-41.23,-41.23
145,-41.23,-41.23,-41.23,-41.23,-41.23
146,-41.23,-41.23,-41.23,-41.23,-41.23
147,-41.23,-41.23,-41.23,-41.23,-41.23
148,-41.23,-41.23,-41.23,-41.23,-41.23
149,-41.23,-41.23,-41.23,-41.23,-41.23
150,-41.23,-41.23,-41.23,-41.23,-41.23
151,-41.23,-41.23,-41.23,-41.23,-41.23
152,-41.23,-41.23,-41.23,-41.23,-41.23
153,-41.23,-41.23,-41.23,-41.23,-41.23
154,-41.23,-41.23,-41.23,-41.23,-41.23
155,-41.23,-41.23,-41.23,-41.23,-41.23
156,-41.23,-41.23,-41.23,-41.23,-41.23
157,-41.23,-41.23,-41.23,-41.23,-41.23
158,-41.23,-41.23,-41.23,-41.23,-41.23
159,-41.23,-41.23,-41.23,-41.23,-41.23
160,-41.23,-41.23,-41.23,-41.23,-41.23
161,-41.23,-41.23,-41.23,-41.23,-41.23
162,-41.23,-41.23,-41.23,-41.23,-41.23
163,-41.23,-41.23,-41.23,-41.23,-41.23
164,-41.23,-41.23,-41.23,-41.23,-41.23
165,-41.23,-41.23,-41.23,-41.23,-41.23
166,-41.23,-41.23,-41.23,-41.23,-41.23
167,-41.23,-41.23,-41.23,-41.23,-41.23
168,-41.23,-41.23,-41.23,-41.23,-41.23
169,-41.23,-41.23,-41.23,-41.23,-41.23
170,-41.23,-41.23,-41.23,-41.23,-41.23
171,-41.23,-41.23,-41.23,-41.23,-41.23
172,-41.23,-41.23,-41.23,-41.23,-41.23
173,-41.23,-41.23,-41.23,-41.23,-41.23
174,-41.23,-41.23,-41.23,-41.23,-41.23
175,-41.23,-41.23,-41.23,-41.23,-41.23
176,-41.23,-41.23,-41.23,-41.23,-41.23
177,-41.23,-41.23,-41.23,-41.23,-41.23
178,-41.23,-41.23,-41.23,-41.23,-41.23
179,-41.23,-41.23,-41.23,-41.23,-41.23
180,-41.23,-41.23,-41.23,-41.23,-41.23
181,-41.23,-41.23,-41.23,-41.23,-41.23
182,-41.23,-41.23,-41.23,-41.23,-41.23
183,-41.23,-41.23,-41.23,-41.23,-41.23
184,-41.23,-41.23,-41.23,-41.23,-41.23
185,-41.23,-41.23,-41.23,-41.23,-41.23
186,-41.23,-41.23,-41.23,-41.23,-41.23
187,-41.23,-41.23,-41.23,-41.23,-41.23
188,-41.23,-41.23,-41.23,-41.23,-41.23
189,-41.23,-41.23,-41.23,-41.23,-41.23
190,-41.23,-41.23,-41.23,-41.23,-41.23
191,-41.23,-41.23,-41.23,-41.23,-41.23
192,-41.23,-41.23,-41.23,-41.23,-41.23
193,-41.23,-41.23,-41.23,-41.23,-41.23
194,-41.23,-41.23,-41.23,-41.23,-41.23
195,-41.23,-41.23,-41.23,-41.23,-41.23
196,-41.23,-41.23,-41.23,-41.23,-41.23
197,-41.23,-41.23,-41.23,-41.23,-41.23
198,-41.23,-41.23,-41.23,-41.23,-41.23
199,-41.23,-41.23,-41.23,-41.23,-41.23
200,-41.23,-41.23,-41.23,-41.23,-41.23
