iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness,particle_4_fitness,particle_5_fitness,particle_6_fitness,particle_7_fitness,particle_8_fitness,particle_9_fitness,particle_10_fitness
146,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-52.67
147,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-54.92
148,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-59.01
149,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-55.85
150,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-51.86
151,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-51.03
152,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-56.9
153,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-52.92
154,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-56.9
155,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-54.5
156,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-55.08
157,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-53.03
158,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-55.0
159,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-54.21
160,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-54.31
161,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-55.0
162,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-47.81
163,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-51.4
164,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-57.0
165,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-47.02
166,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-51.64
167,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-50.56
168,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-52.95
169,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-54.76
170,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-52.0
171,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-54.19
172,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-50.0
173,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-50.77
174,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-49.76
175,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-55.38
176,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-53.38
177,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-51.22
178,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-48.21
179,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-46.49
180,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-49.56
181,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-46.0
182,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-49.21
183,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-59.43
184,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-54.93
185,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-57.2
186,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-52.77
187,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-54.1
188,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-54.34
189,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-53.28
190,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-54.46
191,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-52.48
192,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-45.07
193,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-49.68
194,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-47.01
195,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-48.14
196,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-44.76
197,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-42.62
198,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-43.33
199,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-40.5
200,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46,-39.46
